language,set_name,range_ordinal,range_start,range_end
python,sym_identifier_character_set_2,24,1155,1159
python,sym_identifier_character_set_2,25,1162,1327
python,sym_identifier_character_set_2,26,1329,1366
python,sym_identifier_character_set_2,27,1369,1369
python,sym_identifier_character_set_2,28,1376,1416
python,sym_identifier_character_set_2,29,1425,1469
python,sym_identifier_character_set_2,30,1471,1471
python,sym_identifier_character_set_2,31,1473,1474
python,sym_identifier_character_set_2,32,1476,1477
python,sym_identifier_character_set_2,33,1479,1479
python,sym_identifier_character_set_2,34,1488,1514
python,sym_identifier_character_set_2,35,1519,1522
python,sym_identifier_character_set_2,36,1552,1562
python,sym_identifier_character_set_2,37,1568,1641
python,sym_identifier_character_set_2,38,1646,1747
python,sym_identifier_character_set_2,39,1749,1756
python,sym_identifier_character_set_2,40,1759,1768
python,sym_identifier_character_set_2,41,1770,1788
python,sym_identifier_character_set_2,42,1791,1791
python,sym_identifier_character_set_2,43,1808,1866
python,sym_identifier_character_set_2,44,1869,1969
python,sym_identifier_character_set_2,45,1984,2037
python,sym_identifier_character_set_2,46,2042,2042
python,sym_identifier_character_set_2,47,2045,2045
python,sym_identifier_character_set_2,48,2048,2093
python,sym_identifier_character_set_2,49,2112,2139
python,sym_identifier_character_set_2,50,2144,2154
python,sym_identifier_character_set_2,51,2160,2183
python,sym_identifier_character_set_2,52,2185,2190
python,sym_identifier_character_set_2,53,2199,2273
python,sym_identifier_character_set_2,54,2275,2403
python,sym_identifier_character_set_2,55,2406,2415
python,sym_identifier_character_set_2,56,2417,2435
python,sym_identifier_character_set_2,57,2437,2444
python,sym_identifier_character_set_2,58,2447,2448
python,sym_identifier_character_set_2,59,2451,2472
python,sym_identifier_character_set_2,60,2474,2480
python,sym_identifier_character_set_2,61,2482,2482
python,sym_identifier_character_set_2,62,2486,2489
python,sym_identifier_character_set_2,63,2492,2500
python,sym_identifier_character_set_2,64,2503,2504
python,sym_identifier_character_set_2,65,2507,2510
python,sym_identifier_character_set_2,66,2519,2519
python,sym_identifier_character_set_2,67,2524,2525
python,sym_identifier_character_set_2,68,2527,2531
python,sym_identifier_character_set_2,69,2534,2545
python,sym_identifier_character_set_2,70,2556,2556
python,sym_identifier_character_set_2,71,2558,2558
python,sym_identifier_character_set_2,72,2561,2563
python,sym_identifier_character_set_2,73,2565,2570
python,sym_identifier_character_set_2,74,2575,2576
python,sym_identifier_character_set_2,75,2579,2600
python,sym_identifier_character_set_2,76,2602,2608
python,sym_identifier_character_set_2,77,2610,2611
python,sym_identifier_character_set_2,78,2613,2614
python,sym_identifier_character_set_2,79,2616,2617
python,sym_identifier_character_set_2,80,2620,2620
python,sym_identifier_character_set_2,81,2622,2626
python,sym_identifier_character_set_2,82,2631,2632
python,sym_identifier_character_set_2,83,2635,2637
python,sym_identifier_character_set_2,84,2641,2641
python,sym_identifier_character_set_2,85,2649,2652
python,sym_identifier_character_set_2,86,2654,2654
python,sym_identifier_character_set_2,87,2662,2677
python,sym_identifier_character_set_2,88,2689,2691
python,sym_identifier_character_set_2,89,2693,2701
python,sym_identifier_character_set_2,90,2703,2705
python,sym_identifier_character_set_2,91,2707,2728
python,sym_identifier_character_set_2,92,2730,2736
python,sym_identifier_character_set_2,93,2738,2739
python,sym_identifier_character_set_2,94,2741,2745
python,sym_identifier_character_set_2,95,2748,2757
python,sym_identifier_character_set_2,96,2759,2761
python,sym_identifier_character_set_2,97,2763,2765
python,sym_identifier_character_set_2,98,2768,2768
python,sym_identifier_character_set_2,99,2784,2787
python,sym_identifier_character_set_2,100,2790,2799
python,sym_identifier_character_set_2,101,2809,2815
python,sym_identifier_character_set_2,102,2817,2819
python,sym_identifier_character_set_2,103,2821,2828
python,sym_identifier_character_set_2,104,2831,2832
python,sym_identifier_character_set_2,105,2835,2856
python,sym_identifier_character_set_2,106,2858,2864
python,sym_identifier_character_set_2,107,2866,2867
python,sym_identifier_character_set_2,108,2869,2873
python,sym_identifier_character_set_2,109,2876,2884
python,sym_identifier_character_set_2,110,2887,2888
python,sym_identifier_character_set_2,111,2891,2893
python,sym_identifier_character_set_2,112,2901,2903
python,sym_identifier_character_set_2,113,2908,2909
python,sym_identifier_character_set_2,114,2911,2915
python,sym_identifier_character_set_2,115,2918,2927
python,sym_identifier_character_set_2,116,2929,2929
python,sym_identifier_character_set_2,117,2946,2947
python,sym_identifier_character_set_2,118,2949,2954
python,sym_identifier_character_set_2,119,2958,2960
python,sym_identifier_character_set_2,120,2962,2965
python,sym_identifier_character_set_2,121,2969,2970
python,sym_identifier_character_set_2,122,2972,2972
python,sym_identifier_character_set_2,123,2974,2975
python,sym_identifier_character_set_2,124,2979,2980
python,sym_identifier_character_set_2,125,2984,2986
python,sym_identifier_character_set_2,126,2990,3001
python,sym_identifier_character_set_2,127,3006,3010
python,sym_identifier_character_set_2,128,3014,3016
python,sym_identifier_character_set_2,129,3018,3021
python,sym_identifier_character_set_2,130,3024,3024
python,sym_identifier_character_set_2,131,3031,3031
python,sym_identifier_character_set_2,132,3046,3055
python,sym_identifier_character_set_2,133,3072,3084
python,sym_identifier_character_set_2,134,3086,3088
python,sym_identifier_character_set_2,135,3090,3112
python,sym_identifier_character_set_2,136,3114,3129
python,sym_identifier_character_set_2,137,3132,3140
python,sym_identifier_character_set_2,138,3142,3144
python,sym_identifier_character_set_2,139,3146,3149
python,sym_identifier_character_set_2,140,3157,3158
python,sym_identifier_character_set_2,141,3160,3162
python,sym_identifier_character_set_2,142,3165,3165
python,sym_identifier_character_set_2,143,3168,3171
python,sym_identifier_character_set_2,144,3174,3183
python,sym_identifier_character_set_2,145,3200,3203
python,sym_identifier_character_set_2,146,3205,3212
python,sym_identifier_character_set_2,147,3214,3216
python,sym_identifier_character_set_2,148,3218,3240
python,sym_identifier_character_set_2,149,3242,3251
python,sym_identifier_character_set_2,150,3253,3257
python,sym_identifier_character_set_2,151,3260,3268
python,sym_identifier_character_set_2,152,3270,3272
python,sym_identifier_character_set_2,153,3274,3277
python,sym_identifier_character_set_2,154,3285,3286
python,sym_identifier_character_set_2,155,3293,3294
python,sym_identifier_character_set_2,156,3296,3299
python,sym_identifier_character_set_2,157,3302,3311
python,sym_identifier_character_set_2,158,3313,3315
python,sym_identifier_character_set_2,159,3328,3340
python,sym_identifier_character_set_2,160,3342,3344
python,sym_identifier_character_set_2,161,3346,3396
python,sym_identifier_character_set_2,162,3398,3400
python,sym_identifier_character_set_2,163,3402,3406
python,sym_identifier_character_set_2,164,3412,3415
python,sym_identifier_character_set_2,165,3423,3427
python,sym_identifier_character_set_2,166,3430,3439
python,sym_identifier_character_set_2,167,3450,3455
python,sym_identifier_character_set_2,168,3457,3459
python,sym_identifier_character_set_2,169,3461,3478
python,sym_identifier_character_set_2,170,3482,3505
python,sym_identifier_character_set_2,171,3507,3515
python,sym_identifier_character_set_2,172,3517,3517
python,sym_identifier_character_set_2,173,3520,3526
python,sym_identifier_character_set_2,174,3530,3530
python,sym_identifier_character_set_2,175,3535,3540
python,sym_identifier_character_set_2,176,3542,3542
python,sym_identifier_character_set_2,177,3544,3551
python,sym_identifier_character_set_2,178,3558,3567
python,sym_identifier_character_set_2,179,3570,3571
python,sym_identifier_character_set_2,180,3585,3642
python,sym_identifier_character_set_2,181,3648,3662
python,sym_identifier_character_set_2,182,3664,3673
python,sym_identifier_character_set_2,183,3713,3714
python,sym_identifier_character_set_2,184,3716,3716
python,sym_identifier_character_set_2,185,3718,3722
python,sym_identifier_character_set_2,186,3724,3747
python,sym_identifier_character_set_2,187,3749,3749
python,sym_identifier_character_set_2,188,3751,3773
python,sym_identifier_character_set_2,189,3776,3780
python,sym_identifier_character_set_2,190,3782,3782
python,sym_identifier_character_set_2,191,3784,3790
python,sym_identifier_character_set_2,192,3792,3801
python,sym_identifier_character_set_2,193,3804,3807
python,sym_identifier_character_set_2,194,3840,3840
python,sym_identifier_character_set_2,195,3864,3865
python,sym_identifier_character_set_2,196,3872,3881
python,sym_identifier_character_set_2,197,3893,3893
python,sym_identifier_character_set_2,198,3895,3895
python,sym_identifier_character_set_2,199,3897,3897
python,sym_identifier_character_set_2,200,3902,3911
python,sym_identifier_character_set_2,201,3913,3948
python,sym_identifier_character_set_2,202,3953,3972
python,sym_identifier_character_set_2,203,3974,3991
python,sym_identifier_character_set_2,204,3993,4028
python,sym_identifier_character_set_2,205,4038,4038
python,sym_identifier_character_set_2,206,4096,4169
python,sym_identifier_character_set_2,207,4176,4253
python,sym_identifier_character_set_2,208,4256,4293
python,sym_identifier_character_set_2,209,4295,4295
python,sym_identifier_character_set_2,210,4301,4301
python,sym_identifier_character_set_2,211,4304,4346
python,sym_identifier_character_set_2,212,4348,4680
python,sym_identifier_character_set_2,213,4682,4685
python,sym_identifier_character_set_2,214,4688,4694
python,sym_identifier_character_set_2,215,4696,4696
python,sym_identifier_character_set_2,216,4698,4701
python,sym_identifier_character_set_2,217,4704,4744
python,sym_identifier_character_set_2,218,4746,4749
python,sym_identifier_character_set_2,219,4752,4784
python,sym_identifier_character_set_2,220,4786,4789
python,sym_identifier_character_set_2,221,4792,4798
python,sym_identifier_character_set_2,222,4800,4800
python,sym_identifier_character_set_2,223,4802,4805
python,sym_identifier_character_set_2,224,4808,4822
python,sym_identifier_character_set_2,225,4824,4880
python,sym_identifier_character_set_2,226,4882,4885
python,sym_identifier_character_set_2,227,4888,4954
python,sym_identifier_character_set_2,228,4957,4959
python,sym_identifier_character_set_2,229,4969,4977
python,sym_identifier_character_set_2,230,4992,5007
python,sym_identifier_character_set_2,231,5024,5109
python,sym_identifier_character_set_2,232,5112,5117
python,sym_identifier_character_set_2,233,5121,5740
python,sym_identifier_character_set_2,234,5743,5759
python,sym_identifier_character_set_2,235,5761,5786
python,sym_identifier_character_set_2,236,5792,5866
python,sym_identifier_character_set_2,237,5870,5880
python,sym_identifier_character_set_2,238,5888,5909
python,sym_identifier_character_set_2,239,5919,5940
python,sym_identifier_character_set_2,240,5952,5971
python,sym_identifier_character_set_2,241,5984,5996
python,sym_identifier_character_set_2,242,5998,6000
python,sym_identifier_character_set_2,243,6002,6003
python,sym_identifier_character_set_2,244,6016,6099
python,sym_identifier_character_set_2,245,6103,6103
python,sym_identifier_character_set_2,246,6108,6109
python,sym_identifier_character_set_2,247,6112,6121
python,sym_identifier_character_set_2,248,6155,6157
python,sym_identifier_character_set_2,249,6159,6169
python,sym_identifier_character_set_2,250,6176,6264
python,sym_identifier_character_set_2,251,6272,6314
python,sym_identifier_character_set_2,252,6320,6389
python,sym_identifier_character_set_2,253,6400,6430
python,sym_identifier_character_set_2,254,6432,6443
python,sym_identifier_character_set_2,255,6448,6459
python,sym_identifier_character_set_2,256,6470,6509
python,sym_identifier_character_set_2,257,6512,6516
python,sym_identifier_character_set_2,258,6528,6571
python,sym_identifier_character_set_2,259,6576,6601
python,sym_identifier_character_set_2,260,6608,6618
python,sym_identifier_character_set_2,261,6656,6683
python,sym_identifier_character_set_2,262,6688,6750
python,sym_identifier_character_set_2,263,6752,6780
python,sym_identifier_character_set_2,264,6783,6793
python,sym_identifier_character_set_2,265,6800,6809
python,sym_identifier_character_set_2,266,6823,6823
python,sym_identifier_character_set_2,267,6832,6845
python,sym_identifier_character_set_2,268,6847,6862
python,sym_identifier_character_set_2,269,6912,6988
python,sym_identifier_character_set_2,270,6992,7001
python,sym_identifier_character_set_2,271,7019,7027
python,sym_identifier_character_set_2,272,7040,7155
python,sym_identifier_character_set_2,273,7168,7223
python,sym_identifier_character_set_2,274,7232,7241
python,sym_identifier_character_set_2,275,7245,7293
python,sym_identifier_character_set_2,276,7296,7306
python,sym_identifier_character_set_2,277,7312,7354
python,sym_identifier_character_set_2,278,7357,7359
python,sym_identifier_character_set_2,279,7376,7378
python,sym_identifier_character_set_2,280,7380,7418
python,sym_identifier_character_set_2,281,7424,7957
python,sym_identifier_character_set_2,282,7960,7965
python,sym_identifier_character_set_2,283,7968,8005
python,sym_identifier_character_set_2,284,8008,8013
python,sym_identifier_character_set_2,285,8016,8023
python,sym_identifier_character_set_2,286,8025,8025
python,sym_identifier_character_set_2,287,8027,8027
python,sym_identifier_character_set_2,288,8029,8029
python,sym_identifier_character_set_2,289,8031,8061
python,sym_identifier_character_set_2,290,8064,8116
python,sym_identifier_character_set_2,291,8118,8124
python,sym_identifier_character_set_2,292,8126,8126
python,sym_identifier_character_set_2,293,8130,8132
python,sym_identifier_character_set_2,294,8134,8140
python,sym_identifier_character_set_2,295,8144,8147
python,sym_identifier_character_set_2,296,8150,8155
python,sym_identifier_character_set_2,297,8160,8172
python,sym_identifier_character_set_2,298,8178,8180
python,sym_identifier_character_set_2,299,8182,8188
python,sym_identifier_character_set_2,300,8204,8205
python,sym_identifier_character_set_2,301,8255,8256
python,sym_identifier_character_set_2,302,8276,8276
python,sym_identifier_character_set_2,303,8305,8305
python,sym_identifier_character_set_2,304,8319,8319
python,sym_identifier_character_set_2,305,8336,8348
python,sym_identifier_character_set_2,306,8400,8412
python,sym_identifier_character_set_2,307,8417,8417
python,sym_identifier_character_set_2,308,8421,8432
python,sym_identifier_character_set_2,309,8450,8450
python,sym_identifier_character_set_2,310,8455,8455
python,sym_identifier_character_set_2,311,8458,8467
python,sym_identifier_character_set_2,312,8469,8469
python,sym_identifier_character_set_2,313,8472,8477
python,sym_identifier_character_set_2,314,8484,8484
python,sym_identifier_character_set_2,315,8486,8486
python,sym_identifier_character_set_2,316,8488,8488
python,sym_identifier_character_set_2,317,8490,8505
python,sym_identifier_character_set_2,318,8508,8511
python,sym_identifier_character_set_2,319,8517,8521
python,sym_identifier_character_set_2,320,8526,8526
python,sym_identifier_character_set_2,321,8544,8584
python,sym_identifier_character_set_2,322,11264,11492
python,sym_identifier_character_set_2,323,11499,11507
python,sym_identifier_character_set_2,324,11520,11557
python,sym_identifier_character_set_2,325,11559,11559
python,sym_identifier_character_set_2,326,11565,11565
python,sym_identifier_character_set_2,327,11568,11623
python,sym_identifier_character_set_2,328,11631,11631
python,sym_identifier_character_set_2,329,11647,11670
python,sym_identifier_character_set_2,330,11680,11686
python,sym_identifier_character_set_2,331,11688,11694
python,sym_identifier_character_set_2,332,11696,11702
python,sym_identifier_character_set_2,333,11704,11710
python,sym_identifier_character_set_2,334,11712,11718
python,sym_identifier_character_set_2,335,11720,11726
python,sym_identifier_character_set_2,336,11728,11734
python,sym_identifier_character_set_2,337,11736,11742
python,sym_identifier_character_set_2,338,11744,11775
python,sym_identifier_character_set_2,339,12293,12295
python,sym_identifier_character_set_2,340,12321,12335
python,sym_identifier_character_set_2,341,12337,12341
python,sym_identifier_character_set_2,342,12344,12348
python,sym_identifier_character_set_2,343,12353,12438
python,sym_identifier_character_set_2,344,12441,12442
python,sym_identifier_character_set_2,345,12445,12447
python,sym_identifier_character_set_2,346,12449,12543
python,sym_identifier_character_set_2,347,12549,12591
python,sym_identifier_character_set_2,348,12593,12686
python,sym_identifier_character_set_2,349,12704,12735
python,sym_identifier_character_set_2,350,12784,12799
python,sym_identifier_character_set_2,351,13312,19903
python,sym_identifier_character_set_2,352,19968,42124
python,sym_identifier_character_set_2,353,42192,42237
python,sym_identifier_character_set_2,354,42240,42508
python,sym_identifier_character_set_2,355,42512,42539
python,sym_identifier_character_set_2,356,42560,42607
python,sym_identifier_character_set_2,357,42612,42621
python,sym_identifier_character_set_2,358,42623,42737
python,sym_identifier_character_set_2,359,42775,42783
python,sym_identifier_character_set_2,360,42786,42888
python,sym_identifier_character_set_2,361,42891,42957
python,sym_identifier_character_set_2,362,42960,42961
python,sym_identifier_character_set_2,363,42963,42963
python,sym_identifier_character_set_2,364,42965,42972
python,sym_identifier_character_set_2,365,42994,43047
python,sym_identifier_character_set_2,366,43052,43052
python,sym_identifier_character_set_2,367,43072,43123
python,sym_identifier_character_set_2,368,43136,43205
python,sym_identifier_character_set_2,369,43216,43225
python,sym_identifier_character_set_2,370,43232,43255
python,sym_identifier_character_set_2,371,43259,43259
python,sym_identifier_character_set_2,372,43261,43309
python,sym_identifier_character_set_2,373,43312,43347
python,sym_identifier_character_set_2,374,43360,43388
python,sym_identifier_character_set_2,375,43392,43456
python,sym_identifier_character_set_2,376,43471,43481
python,sym_identifier_character_set_2,377,43488,43518
python,sym_identifier_character_set_2,378,43520,43574
python,sym_identifier_character_set_2,379,43584,43597
python,sym_identifier_character_set_2,380,43600,43609
python,sym_identifier_character_set_2,381,43616,43638
python,sym_identifier_character_set_2,382,43642,43714
python,sym_identifier_character_set_2,383,43739,43741
python,sym_identifier_character_set_2,384,43744,43759
python,sym_identifier_character_set_2,385,43762,43766
python,sym_identifier_character_set_2,386,43777,43782
python,sym_identifier_character_set_2,387,43785,43790
python,sym_identifier_character_set_2,388,43793,43798
python,sym_identifier_character_set_2,389,43808,43814
python,sym_identifier_character_set_2,390,43816,43822
python,sym_identifier_character_set_2,391,43824,43866
python,sym_identifier_character_set_2,392,43868,43881
python,sym_identifier_character_set_2,393,43888,44010
python,sym_identifier_character_set_2,394,44012,44013
python,sym_identifier_character_set_2,395,44016,44025
python,sym_identifier_character_set_2,396,44032,55203
python,sym_identifier_character_set_2,397,55216,55238
python,sym_identifier_character_set_2,398,55243,55291
python,sym_identifier_character_set_2,399,63744,64109
python,sym_identifier_character_set_2,400,64112,64217
python,sym_identifier_character_set_2,401,64256,64262
python,sym_identifier_character_set_2,402,64275,64279
python,sym_identifier_character_set_2,403,64285,64296
python,sym_identifier_character_set_2,404,64298,64310
python,sym_identifier_character_set_2,405,64312,64316
python,sym_identifier_character_set_2,406,64318,64318
python,sym_identifier_character_set_2,407,64320,64321
python,sym_identifier_character_set_2,408,64323,64324
python,sym_identifier_character_set_2,409,64326,64433
python,sym_identifier_character_set_2,410,64467,64605
python,sym_identifier_character_set_2,411,64612,64829
python,sym_identifier_character_set_2,412,64848,64911
python,sym_identifier_character_set_2,413,64914,64967
python,sym_identifier_character_set_2,414,65008,65017
python,sym_identifier_character_set_2,415,65024,65039
python,sym_identifier_character_set_2,416,65056,65071
python,sym_identifier_character_set_2,417,65075,65076
python,sym_identifier_character_set_2,418,65101,65103
python,sym_identifier_character_set_2,419,65137,65137
python,sym_identifier_character_set_2,420,65139,65139
python,sym_identifier_character_set_2,421,65143,65143
python,sym_identifier_character_set_2,422,65145,65145
python,sym_identifier_character_set_2,423,65147,65147
python,sym_identifier_character_set_2,424,65149,65149
python,sym_identifier_character_set_2,425,65151,65276
python,sym_identifier_character_set_2,426,65296,65305
python,sym_identifier_character_set_2,427,65313,65338
python,sym_identifier_character_set_2,428,65343,65343
python,sym_identifier_character_set_2,429,65345,65370
python,sym_identifier_character_set_2,430,65381,65470
python,sym_identifier_character_set_2,431,65474,65479
python,sym_identifier_character_set_2,432,65482,65487
python,sym_identifier_character_set_2,433,65490,65495
python,sym_identifier_character_set_2,434,65498,65500
python,sym_identifier_character_set_2,435,65536,65547
python,sym_identifier_character_set_2,436,65549,65574
python,sym_identifier_character_set_2,437,65576,65594
python,sym_identifier_character_set_2,438,65596,65597
python,sym_identifier_character_set_2,439,65599,65613
python,sym_identifier_character_set_2,440,65616,65629
python,sym_identifier_character_set_2,441,65664,65786
python,sym_identifier_character_set_2,442,65856,65908
python,sym_identifier_character_set_2,443,66045,66045
python,sym_identifier_character_set_2,444,66176,66204
python,sym_identifier_character_set_2,445,66208,66256
python,sym_identifier_character_set_2,446,66272,66272
python,sym_identifier_character_set_2,447,66304,66335
python,sym_identifier_character_set_2,448,66349,66378
python,sym_identifier_character_set_2,449,66384,66426
python,sym_identifier_character_set_2,450,66432,66461
python,sym_identifier_character_set_2,451,66464,66499
python,sym_identifier_character_set_2,452,66504,66511
python,sym_identifier_character_set_2,453,66513,66517
python,sym_identifier_character_set_2,454,66560,66717
python,sym_identifier_character_set_2,455,66720,66729
python,sym_identifier_character_set_2,456,66736,66771
python,sym_identifier_character_set_2,457,66776,66811
python,sym_identifier_character_set_2,458,66816,66855
python,sym_identifier_character_set_2,459,66864,66915
python,sym_identifier_character_set_2,460,66928,66938
python,sym_identifier_character_set_2,461,66940,66954
python,sym_identifier_character_set_2,462,66956,66962
python,sym_identifier_character_set_2,463,66964,66965
python,sym_identifier_character_set_2,464,66967,66977
python,sym_identifier_character_set_2,465,66979,66993
python,sym_identifier_character_set_2,466,66995,67001
python,sym_identifier_character_set_2,467,67003,67004
python,sym_identifier_character_set_2,468,67008,67059
python,sym_identifier_character_set_2,469,67072,67382
python,sym_identifier_character_set_2,470,67392,67413
python,sym_identifier_character_set_2,471,67424,67431
python,sym_identifier_character_set_2,472,67456,67461
python,sym_identifier_character_set_2,473,67463,67504
python,sym_identifier_character_set_2,474,67506,67514
python,sym_identifier_character_set_2,475,67584,67589
python,sym_identifier_character_set_2,476,67592,67592
python,sym_identifier_character_set_2,477,67594,67637
python,sym_identifier_character_set_2,478,67639,67640
python,sym_identifier_character_set_2,479,67644,67644
python,sym_identifier_character_set_2,480,67647,67669
python,sym_identifier_character_set_2,481,67680,67702
python,sym_identifier_character_set_2,482,67712,67742
python,sym_identifier_character_set_2,483,67808,67826
python,sym_identifier_character_set_2,484,67828,67829
python,sym_identifier_character_set_2,485,67840,67861
python,sym_identifier_character_set_2,486,67872,67897
python,sym_identifier_character_set_2,487,67968,68023
python,sym_identifier_character_set_2,488,68030,68031
python,sym_identifier_character_set_2,489,68096,68099
python,sym_identifier_character_set_2,490,68101,68102
python,sym_identifier_character_set_2,491,68108,68115
python,sym_identifier_character_set_2,492,68117,68119
python,sym_identifier_character_set_2,493,68121,68149
python,sym_identifier_character_set_2,494,68152,68154
python,sym_identifier_character_set_2,495,68159,68159
python,sym_identifier_character_set_2,496,68192,68220
python,sym_identifier_character_set_2,497,68224,68252
python,sym_identifier_character_set_2,498,68288,68295
python,sym_identifier_character_set_2,499,68297,68326
python,sym_identifier_character_set_2,500,68352,68405
python,sym_identifier_character_set_2,501,68416,68437
python,sym_identifier_character_set_2,502,68448,68466
python,sym_identifier_character_set_2,503,68480,68497
python,sym_identifier_character_set_2,504,68608,68680
python,sym_identifier_character_set_2,505,68736,68786
python,sym_identifier_character_set_2,506,68800,68850
python,sym_identifier_character_set_2,507,68864,68903
python,sym_identifier_character_set_2,508,68912,68921
python,sym_identifier_character_set_2,509,68928,68965
python,sym_identifier_character_set_2,510,68969,68973
python,sym_identifier_character_set_2,511,68975,68997
python,sym_identifier_character_set_2,512,69248,69289
python,sym_identifier_character_set_2,513,69291,69292
python,sym_identifier_character_set_2,514,69296,69297
python,sym_identifier_character_set_2,515,69314,69316
python,sym_identifier_character_set_2,516,69372,69404
python,sym_identifier_character_set_2,517,69415,69415
python,sym_identifier_character_set_2,518,69424,69456
python,sym_identifier_character_set_2,519,69488,69509
python,sym_identifier_character_set_2,520,69552,69572
python,sym_identifier_character_set_2,521,69600,69622
python,sym_identifier_character_set_2,522,69632,69702
python,sym_identifier_character_set_2,523,69734,69749
python,sym_identifier_character_set_2,524,69759,69818
python,sym_identifier_character_set_2,525,69826,69826
python,sym_identifier_character_set_2,526,69840,69864
python,sym_identifier_character_set_2,527,69872,69881
python,sym_identifier_character_set_2,528,69888,69940
python,sym_identifier_character_set_2,529,69942,69951
python,sym_identifier_character_set_2,530,69956,69959
python,sym_identifier_character_set_2,531,69968,70003
python,sym_identifier_character_set_2,532,70006,70006
python,sym_identifier_character_set_2,533,70016,70084
python,sym_identifier_character_set_2,534,70089,70092
python,sym_identifier_character_set_2,535,70094,70106
python,sym_identifier_character_set_2,536,70108,70108
python,sym_identifier_character_set_2,537,70144,70161
python,sym_identifier_character_set_2,538,70163,70199
python,sym_identifier_character_set_2,539,70206,70209
python,sym_identifier_character_set_2,540,70272,70278
python,sym_identifier_character_set_2,541,70280,70280
python,sym_identifier_character_set_2,542,70282,70285
python,sym_identifier_character_set_2,543,70287,70301
python,sym_identifier_character_set_2,544,70303,70312
python,sym_identifier_character_set_2,545,70320,70378
python,sym_identifier_character_set_2,546,70384,70393
python,sym_identifier_character_set_2,547,70400,70403
python,sym_identifier_character_set_2,548,70405,70412
python,sym_identifier_character_set_2,549,70415,70416
python,sym_identifier_character_set_2,550,70419,70440
python,sym_identifier_character_set_2,551,70442,70448
python,sym_identifier_character_set_2,552,70450,70451
python,sym_identifier_character_set_2,553,70453,70457
python,sym_identifier_character_set_2,554,70459,70468
python,sym_identifier_character_set_2,555,70471,70472
python,sym_identifier_character_set_2,556,70475,70477
python,sym_identifier_character_set_2,557,70480,70480
python,sym_identifier_character_set_2,558,70487,70487
python,sym_identifier_character_set_2,559,70493,70499
python,sym_identifier_character_set_2,560,70502,70508
python,sym_identifier_character_set_2,561,70512,70516
python,sym_identifier_character_set_2,562,70528,70537
python,sym_identifier_character_set_2,563,70539,70539
python,sym_identifier_character_set_2,564,70542,70542
python,sym_identifier_character_set_2,565,70544,70581
python,sym_identifier_character_set_2,566,70583,70592
python,sym_identifier_character_set_2,567,70594,70594
python,sym_identifier_character_set_2,568,70597,70597
python,sym_identifier_character_set_2,569,70599,70602
python,sym_identifier_character_set_2,570,70604,70611
python,sym_identifier_character_set_2,571,70625,70626
python,sym_identifier_character_set_2,572,70656,70730
python,sym_identifier_character_set_2,573,70736,70745
python,sym_identifier_character_set_2,574,70750,70753
python,sym_identifier_character_set_2,575,70784,70853
python,sym_identifier_character_set_2,576,70855,70855
python,sym_identifier_character_set_2,577,70864,70873
python,sym_identifier_character_set_2,578,71040,71093
python,sym_identifier_character_set_2,579,71096,71104
python,sym_identifier_character_set_2,580,71128,71133
python,sym_identifier_character_set_2,581,71168,71232
python,sym_identifier_character_set_2,582,71236,71236
python,sym_identifier_character_set_2,583,71248,71257
python,sym_identifier_character_set_2,584,71296,71352
python,sym_identifier_character_set_2,585,71360,71369
python,sym_identifier_character_set_2,586,71376,71395
python,sym_identifier_character_set_2,587,71424,71450
python,sym_identifier_character_set_2,588,71453,71467
python,sym_identifier_character_set_2,589,71472,71481
python,sym_identifier_character_set_2,590,71488,71494
python,sym_identifier_character_set_2,591,71680,71738
python,sym_identifier_character_set_2,592,71840,71913
python,sym_identifier_character_set_2,593,71935,71942
python,sym_identifier_character_set_2,594,71945,71945
python,sym_identifier_character_set_2,595,71948,71955
python,sym_identifier_character_set_2,596,71957,71958
python,sym_identifier_character_set_2,597,71960,71989
python,sym_identifier_character_set_2,598,71991,71992
python,sym_identifier_character_set_2,599,71995,72003
python,sym_identifier_character_set_2,600,72016,72025
python,sym_identifier_character_set_2,601,72096,72103
python,sym_identifier_character_set_2,602,72106,72151
python,sym_identifier_character_set_2,603,72154,72161
python,sym_identifier_character_set_2,604,72163,72164
python,sym_identifier_character_set_2,605,72192,72254
python,sym_identifier_character_set_2,606,72263,72263
python,sym_identifier_character_set_2,607,72272,72345
python,sym_identifier_character_set_2,608,72349,72349
python,sym_identifier_character_set_2,609,72368,72440
python,sym_identifier_character_set_2,610,72640,72672
python,sym_identifier_character_set_2,611,72688,72697
python,sym_identifier_character_set_2,612,72704,72712
python,sym_identifier_character_set_2,613,72714,72758
python,sym_identifier_character_set_2,614,72760,72768
python,sym_identifier_character_set_2,615,72784,72793
python,sym_identifier_character_set_2,616,72818,72847
python,sym_identifier_character_set_2,617,72850,72871
python,sym_identifier_character_set_2,618,72873,72886
python,sym_identifier_character_set_2,619,72960,72966
python,sym_identifier_character_set_2,620,72968,72969
python,sym_identifier_character_set_2,621,72971,73014
python,sym_identifier_character_set_2,622,73018,73018
python,sym_identifier_character_set_2,623,73020,73021
python,sym_identifier_character_set_2,624,73023,73031
python,sym_identifier_character_set_2,625,73040,73049
python,sym_identifier_character_set_2,626,73056,73061
python,sym_identifier_character_set_2,627,73063,73064
python,sym_identifier_character_set_2,628,73066,73102
python,sym_identifier_character_set_2,629,73104,73105
python,sym_identifier_character_set_2,630,73107,73112
