canonical_semantic_id,signature_hash,source_feature_count,language_label_count,language_labels,evidence_channels,semantic_axes,relation_axes,categories,source_features
UASF_0231,1d3ea32a1c928c822e054303,2,1,go,BASE_553_MATRIX,data.flow;memory.model;types.structure,data.flow;memory.graph;types.graph,type,GO::go.slice;GO::go.pointer
UASF_0232,5884023eb89dc174c2dbb804,2,1,r,BASE_553_MATRIX,data.flow;operations;runtime.contract,,uncategorized,R::r.double_bracket_index;R::r.negative_index_exclusion
UASF_0233,4d3172e2013828ec88281351,1,1,r,BASE_553_MATRIX,data.flow;operations;runtime.contract;scope.binding,,uncategorized,R::r.dollar_member_partial_match
UASF_0234,eee006e17a30307111d1bde5,1,1,r,BASE_553_MATRIX,data.flow;operations;runtime.contract;types.structure,,uncategorized,R::r.logical_index
UASF_0235,1dae84fe90a7821782a81933,1,1,csharp,BASE_553_MATRIX,data.flow;ownership.lifetime;types.structure,,refs_memory,CSHARP::ref_returns_locals
UASF_0236,ec52b4f263951eb3734c7e6a,1,1,go,BASE_553_MATRIX,data.flow;types.structure,data.flow;types.graph,type,GO::go.nil
UASF_0237,560c1e16abdd4b402cf093ad,1,1,r,BASE_553_MATRIX,dialect.extension;effect.graph;nodes.declaration;operations;runtime.contract;scope.binding,,uncategorized,R::r.s3_dispatch
UASF_0238,1109075536beb924171fdcfc,1,1,rust,BASE_553_MATRIX,dialect.extension;effect.graph;operations;runtime.contract,,uncategorized,RUST::rust.unsafe_block
UASF_0239,e5e8c11dee7f8ebf2200cafc,1,1,r,BASE_553_MATRIX,dialect.extension;evaluation.order;nodes.expression;operations;runtime.contract;scope.binding,,uncategorized,R::r.quote_substitute_eval
UASF_0240,ce53ad6f9b635895a2a8b308,1,1,r,BASE_553_MATRIX,dialect.extension;memory.model;runtime.contract;types.structure,,uncategorized,R::r.altrep
UASF_0241,a5045763ff309bef43ff9cf6,1,1,r,BASE_553_MATRIX,dialect.extension;nodes.declaration;operations;runtime.contract;scope.binding;types.structure,,uncategorized,R::r.s4_dispatch
UASF_0242,911f27c5b441b96b28b950b6,1,1,rust,BASE_553_MATRIX,dialect.extension;nodes.declaration;runtime.contract;types.structure,,uncategorized,RUST::rust.unsafe_trait_impl
UASF_0243,457139d070054c4f53fe773c,1,1,r,BASE_553_MATRIX,dialect.extension;nodes.expression;operations;runtime.contract;types.structure,,uncategorized,R::r.language_object_pairlist
UASF_0244,51857b78f555e5495f9bfdab,1,1,csharp,BASE_553_MATRIX,dialect.extension;nodes.expression;runtime.contract,,metaprogramming,CSHARP::expression_trees
UASF_0245,5b812b9711959efc9c9f1d60,1,1,csharp,BASE_553_MATRIX,dialect.extension;runtime.contract,,metadata_runtime,CSHARP::reflection_dynamic_runtime
UASF_0246,4f04e10c4573ee09a4c96d45,1,1,cpp,BASE_553_MATRIX,effect.graph;memory.model;object.lifetime,,pointer_memory,CPP::cpp_new_delete
UASF_0247,6e941e60d06cc85c32e8ea15,1,1,rust,BASE_553_MATRIX,effect.graph;memory.model;ownership.lifetime;runtime.contract,,uncategorized,RUST::rust.cell_refcell
UASF_0248,d6cfbaafe8ab69c54dd8abac,2,1,rust,BASE_553_MATRIX,effect.graph;memory.model;ownership.lifetime;runtime.contract;types.structure,,uncategorized,RUST::rust.interior_mutability;RUST::rust.smart_pointer_ownership
UASF_0249,cb818fb5369c0c25ba1f04ca,1,1,c,BASE_553_MATRIX,effect.graph;memory.model;types.structure,,pointer_memory,CPP::c_qualifiers
UASF_0250,bdae9c39428ea212348b886e,1,1,csharp,BASE_553_MATRIX,effect.graph;nodes.declaration;runtime.contract,,object_members,CSHARP::events
UASF_0251,4099a151c841e97e37070bb3,1,1,r,BASE_553_MATRIX,effect.graph;nodes.expression;operations;runtime.contract;types.structure,,uncategorized,R::r.attributes
UASF_0252,29fa1a02625eb77e2c2b1262,1,1,csharp,BASE_553_MATRIX,effect.graph;ownership.lifetime,,refs_memory,CSHARP::readonly_refs
UASF_0253,9d8cb1c52bc1ee5450cc8d35,1,1,csharp,BASE_553_MATRIX,effect.graph;ownership.lifetime;types.structure,,refs_memory,CSHARP::ref_out_in_parameters
UASF_0254,3cbc85a3e79c78cfba7fedc0,1,1,generic_archetype,BASE_553_MATRIX,effect.graph;purity;runtime.contract,binding.graph;effect.graph,effect,GEN::global_state
UASF_0255,ec5500f6d80ab96bd5964f69,1,1,generic_archetype,BASE_553_MATRIX,effect.graph;purity;runtime.contract,data.flow;effect.graph,effect,GEN::mutation
UASF_0256,45a779475a97244d9155d885,4,4,generic_archetype;julia;nim;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,effect.graph;purity;runtime.contract,dispatch.graph;types.graph,effect,GEN::dynamic_dispatch;JULIA::source.multiple_dispatch_runtime;NIM::source.dynamic_dispatch;SWIFT::source.dynamic_dispatch
UASF_0257,fd5014865f92d9be3cefe5d5,5,1,generic_archetype,BASE_553_MATRIX,effect.graph;purity;runtime.contract,effect.graph,effect,GEN::filesystem;GEN::io;GEN::network;GEN::random;GEN::time
UASF_0258,1b0f56480b3de4a3192b813f,1,1,generic_archetype,BASE_553_MATRIX,effect.graph;purity;runtime.contract,effect.graph;memory.graph,effect,GEN::allocation
UASF_0259,b3efa007f0cdd1086e598b68,3,3,generic_archetype;nim;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,effect.graph;purity;runtime.contract,effect.graph;types.graph,effect,GEN::reflection;NIM::source.reflection;ZIG::source.reflection
UASF_0260,93f09c4d8dc954c07af859c7,1,1,csharp,BASE_553_MATRIX,effect.graph;runtime.contract;synchronization,,concurrency_memory,CSHARP::lock_monitor_semantics
UASF_0261,7c019c42e3a9c52a66c9fd94,2,1,cpp,BASE_553_MATRIX,effects.control;exception.unwind;object.lifetime,,exceptions;ownership_lifetime,CPP::cpp_raii_destructors;CPP::cpp_stack_unwind
UASF_0262,23fbbbda1258f99a54a73201,1,1,cpp,BASE_553_MATRIX,effects.control;exception.unwind;runtime.contract,,exceptions,CPP::cpp_exceptions
UASF_0263,97f22b14ec7e55ea6bbe4037,2,2,c;cpp,BASE_553_MATRIX,evaluation.order;language.unspecified_behavior,,evaluation_ub;undefined_behavior,CPP::c_unspecified_eval_order;CPP::cpp_unspecified_behavior
UASF_0264,9e9c06c5db9d7568a7d4bde7,1,1,c,BASE_553_MATRIX,evaluation.order;object.lifetime;types.structure,,object_lifetime,CPP::c_vla
UASF_0265,2239b6f1f8fbb9fb5f4c4e37,1,1,cpp,BASE_553_MATRIX,exception.unwind;runtime.contract;validation.contract,,exceptions,CPP::cpp_noexcept
UASF_0266,abedaf44a726320d0852a6d2,1,1,c,BASE_553_MATRIX,initialization.order;nodes.expression,,initialization,CPP::c_designated_initializers
UASF_0267,d9325113ba3e00859504afaa,1,1,cpp,BASE_553_MATRIX,initialization.order;object.lifetime,,initialization,CPP::cpp_ctor_initialization_order
UASF_0268,b6ac11d97a5195b1c1f8dd73,1,1,cpp,BASE_553_MATRIX,initialization.order;runtime.contract;storage.duration,,initialization,CPP::cpp_static_initialization
UASF_0269,edac265b16b76d399c44704c,1,1,cpp,BASE_553_MATRIX,language.implementation_defined;runtime.contract,,undefined_behavior,CPP::cpp_impl_defined
UASF_0270,46f9ecce9dab87bad4567103,1,1,c,BASE_553_MATRIX,language.implementation_defined;types.structure,,numeric_types,CPP::c_char_signedness
UASF_0271,acae8d43bd16f0e2e6a23fea,2,1,c,BASE_553_MATRIX,language.undefined_behavior;memory.model;pointer.provenance,,pointer_memory,CPP::c_effective_type_aliasing;CPP::c_pointer_provenance
UASF_0272,4765dda3949f741e4e3bcdeb,1,1,c,BASE_553_MATRIX,language.undefined_behavior;object.lifetime;types.structure,,object_lifetime,CPP::c_union_active_member
UASF_0273,b09becc22cbf7215e33711d9,1,1,c,BASE_553_MATRIX,language.undefined_behavior;operations;runtime.contract,,undefined_behavior,CPP::c_signed_overflow_ub
UASF_0274,a3f80827f76d86baf421ab08,1,1,cpp,BASE_553_MATRIX,language.undefined_behavior;runtime.contract;validation.contract,,undefined_behavior,CPP::cpp_ub_model
UASF_0275,9e14421721da69ed79be7a2c,1,1,cpp,BASE_553_MATRIX,linkage.odr;module.semantics;name.resolution,,modules_linkage,CPP::cpp_modules
UASF_0276,dd97b86f127445bee795bbac,1,1,c,BASE_553_MATRIX,linkage.odr;scope.binding,,modules_linkage,CPP::c_linkage
UASF_0277,8ee483da7b46c0ea2db259fc,3,1,java,BASE_553_MATRIX,lowering.pipeline;memory.model;ownership.lifetime;runtime.contract;types.structure,,jvm_runtime_object_model,JAVA::java.class_loading_linking_initialization;JAVA::java.object_identity_hash_monitor;JAVA::java.string_interning
UASF_0278,dfda5a4a16406a23bda69f9f,1,1,csharp,BASE_553_MATRIX,lowering.pipeline;memory.model;runtime.contract,,async_iterators,CSHARP::async_state_machine
UASF_0279,1d4da1f8fa531044044abb7a,1,1,rust,BASE_553_MATRIX,lowering.pipeline;nodes.declaration;nodes.expression;scope.binding,,uncategorized,RUST::rust.hir_lowering
UASF_0280,38f5751ee38f56790eccb053,1,1,csharp,BASE_553_MATRIX,lowering.pipeline;nodes.declaration;scope.binding,,declarations,CSHARP::top_level_statements
UASF_0281,252d7126b19af233c79ee366,2,2,csharp;nim,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,lowering.pipeline;runtime.contract,,async_iterators,CSHARP::iterator_state_machine;NIM::source.iterator_state_machine
UASF_0282,1ca72b5e82431aaf3cdcc573,1,1,cpp,BASE_553_MATRIX,memory.model;object.lifetime;pointer.provenance,,pointer_memory,CPP::cpp_placement_new
UASF_0283,71b2f07fece005ed758a34f1,1,1,csharp,BASE_553_MATRIX,memory.model;operations;ownership.lifetime,,unsafe_memory,CSHARP::stackalloc
UASF_0284,2ec04118791d41f5d5df6ca4,1,1,c,BASE_553_MATRIX,memory.model;operations;pointer.provenance,,pointer_memory,CPP::c_pointer_arithmetic
UASF_0285,41bf1f8641ce7226fea6d22a,1,1,csharp,BASE_553_MATRIX,memory.model;operations;types.structure,,refs_memory,CSHARP::span_like_semantics
UASF_0286,f7b406b16044d3a6a4bfc3ef,1,1,csharp,BASE_553_MATRIX,memory.model;ownership.lifetime;runtime.contract,,unsafe_memory,CSHARP::fixed_and_pinning
UASF_0287,2328f3ff4597cfa913826ed3,1,1,csharp,BASE_553_MATRIX,memory.model;ownership.lifetime;types.structure,,refs_memory,CSHARP::ref_structs
UASF_0288,986bf141ca449eade9abe1cd,1,1,csharp,BASE_553_MATRIX,memory.model;runtime.contract;types.structure,,object_model,CSHARP::struct_value_semantics
UASF_0289,42e4d2f98f32a6ccda772954,2,1,csharp,BASE_553_MATRIX,memory.ordering;runtime.contract;synchronization,,concurrency_memory,CSHARP::interlocked_atomic_semantics;CSHARP::volatile_semantics
UASF_0290,e1ef6d6c8690b979ca74c372,1,1,cpp,BASE_553_MATRIX,module.semantics;preprocessor.semantics,,preprocessor,CPP::cpp_include_model
UASF_0291,33b59ab08830595538522d73,1,1,go,BASE_553_MATRIX,name.resolution;operations;types.structure,dispatch.graph;types.graph,type,GO::go.interface
UASF_0292,cd7d093d527fccfe0a4f1aa0,1,1,cpp,BASE_553_MATRIX,name.resolution;overload.resolution;scope.binding,,overload_templates,CPP::cpp_adl
UASF_0293,826aeb0928a8646e6219efe8,1,1,cpp,BASE_553_MATRIX,name.resolution;scope.binding;validation.contract,,object_model,CPP::cpp_access_friend
UASF_0294,56ad4a42ab8bb54bf274009c,1,1,rust,BASE_553_MATRIX,nodes.declaration;nodes.expression;operations;types.structure,,uncategorized,RUST::rust.enum_variant_semantics
UASF_0295,fe7224d2beffb9f937bf35b0,1,1,rust,BASE_553_MATRIX,nodes.declaration;nodes.expression;types.origin;types.structure,,uncategorized,RUST::rust.impl_trait
UASF_0296,17e601cb5f22a46d03558e47,1,2,c;cpp,BASE_553_MATRIX,nodes.declaration;nodes.expression;types.structure,,compiler_ir,CPP::clang_ast_semantic_nodes
UASF_0297,d85b68e8970f893a452577a1,1,1,csharp,BASE_553_MATRIX,nodes.declaration;operations;runtime.contract,,object_model,CSHARP::record_semantics
UASF_0298,381da27fb3504d4014169bae,2,1,rust,BASE_553_MATRIX,nodes.declaration;operations;scope.binding;types.structure,,uncategorized,RUST::rust.trait_definition;RUST::rust.trait_impl
UASF_0299,090682dc246a0708cfe0335e,2,1,rust,BASE_553_MATRIX,nodes.declaration;ownership.lifetime;scope.binding;types.structure,,uncategorized,RUST::rust.higher_ranked_lifetimes;RUST::rust.lifetime_parameters
UASF_0300,0d87a50d041f669995ec9d6c,2,1,rust,BASE_553_MATRIX,nodes.declaration;scope.binding;types.origin;types.structure,,uncategorized,RUST::rust.associated_types;RUST::rust.generic_bounds
UASF_0301,82e7910fa81e651a2695debc,1,1,generic_archetype,BASE_553_MATRIX,nodes.declaration;scope.binding;types.structure,annotation.graph,declaration,GEN::attribute_annotation
UASF_0302,3c216bc2d8184459732be828,4,4,generic_archetype;julia;nim;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,binding.graph;data.flow,declaration,GEN::constant;JULIA::source.constant_binding;NIM::source.constant_binding;ZIG::source.constant_binding
UASF_0303,9e640e05cdaef6a046ddd8ad,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,binding.graph;data.flow;effect.graph,declaration,GEN::variable;JULIA::source.variable_binding;NIM::source.variable_binding;SWIFT::source.variable_binding;ZIG::source.variable_binding
UASF_0304,c72d002443e4ccfddcb1b062,14,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,binding.graph;scope.binding,declaration,GEN::import;GEN::module;GEN::parameter;JULIA::source.import_using;JULIA::source.module_decl;JULIA::source.parameter_binding;NIM::source.import_stmt;NIM::source.module_import;NIM::source.parameter_binding;SWIFT::source.import_decl;SWIFT::source.module_decl;SWIFT::source.parameter_binding;ZIG::source.import_semantics;ZIG::source.parameter_binding
UASF_0305,e8ffd62e377d38921949adb5,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,binding.graph;types.graph,declaration,GEN::generic;JULIA::source.parametric_generic;NIM::source.generic_decl;SWIFT::source.generic_decl;ZIG::source.generic_comptime_param
UASF_0306,0f91236fdd0ed345b0a276af,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,control.flow;data.flow;effect.graph;scope.binding,declaration,GEN::function;JULIA::source.function_decl;NIM::source.function_decl;SWIFT::source.function_decl;ZIG::source.function_decl
UASF_0307,d55748e5eb21569dcfc8bb78,2,2,generic_archetype;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,dispatch.graph;scope.binding;types.graph,declaration,GEN::interface_trait;SWIFT::source.protocol_trait
UASF_0308,dce263f569bf18cc23e5ba00,5,5,generic_archetype;julia;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,layout.graph;scope.binding;types.graph,declaration,GEN::struct;JULIA::source.struct_decl;NIM::source.object_struct;SWIFT::source.struct_decl;ZIG::source.struct_decl
UASF_0309,85cfece0effb726f9ce05033,4,4,generic_archetype;nim;swift;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,layout.graph;types.graph,declaration,GEN::enum;NIM::source.enum_decl;SWIFT::source.enum_decl;ZIG::source.enum_decl
UASF_0310,8e269d11885c3ca4e6043d66,4,4,generic_archetype;julia;nim;zig,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,scope.binding,declaration,GEN::visibility;JULIA::source.export_public;NIM::source.visibility_export;ZIG::source.visibility_pub
UASF_0311,8b498714898ea2624a922fb3,2,2,generic_archetype;swift,BASE_553_MATRIX;SOURCE_DERIVED_MISSING_LANGUAGE,nodes.declaration;scope.binding;types.structure,scope.binding;types.graph,declaration,GEN::class;SWIFT::source.class_decl
UASF_0312,c4fb454d02d4b0f874b9fc1e,1,1,rust,BASE_553_MATRIX,nodes.declaration;types.origin;types.structure,,uncategorized,RUST::rust.where_clauses
UASF_0313,0505fb09d22ccf2201746bf3,1,1,c,BASE_553_MATRIX,nodes.expression;object.lifetime,,initialization,CPP::c_compound_literals
UASF_0314,1dea09db2bf5e9f71de8a0b8,1,1,r,BASE_553_MATRIX,nodes.expression;operations;runtime.contract;types.origin;types.structure,,uncategorized,R::r.atomic_vector
UASF_0315,d5b7a866d1b4fe1c852c8ffa,2,1,r,BASE_553_MATRIX,nodes.expression;operations;runtime.contract;types.structure,,uncategorized,R::r.list_pairlist;R::r.na_value
UASF_0316,cee7d48dad32cecf523f710f,1,1,cpp,BASE_553_MATRIX,nodes.expression;operations;template.instantiation,,overload_templates,CPP::cpp_fold_expressions
UASF_0317,a650a6e953add79466b27457,1,1,cpp,BASE_553_MATRIX,nodes.expression;template.instantiation,,overload_templates,CPP::cpp_parameter_packs
UASF_0318,b7cbd510ed3498e9dc81d101,1,1,cpp,BASE_553_MATRIX,object.lifetime;operations;ownership.lifetime,,ownership_lifetime,CPP::cpp_copy_move
UASF_0319,506ef0ce5fa7e2a10218aca9,1,1,cpp,BASE_553_MATRIX,object.lifetime;ownership.lifetime;value.category,,ownership_lifetime,CPP::cpp_reference_binding
UASF_0320,7e1575cb9e0da74cd9572980,1,1,c,BASE_553_MATRIX,object.lifetime;storage.duration,,object_lifetime,CPP::c_storage_duration
UASF_0321,5c06cbbb30b6973efa08b6f5,1,1,cpp,BASE_553_MATRIX,object.lifetime;value.category,,ownership_lifetime,CPP::cpp_temp_materialization
UASF_0322,d9ef9abca810066bac81bc5c,1,1,cpp,BASE_553_MATRIX,operations;overload.resolution,,overload_templates,CPP::cpp_operator_overload
UASF_0323,04e1ffa1030978d8e0133729,2,1,rust,BASE_553_MATRIX,operations;ownership.lifetime;runtime.contract;types.structure,,uncategorized,RUST::rust.copy_semantics;RUST::rust.pin_unpin
UASF_0324,d89341b3a56c1531675f852d,2,1,r,BASE_553_MATRIX,operations;runtime.contract;types.origin;types.structure,,uncategorized,R::r.complex_type;R::r.raw_type
UASF_0325,44cb2a20c7af955b4dd3e2e2,3,3,csharp;r;rust,BASE_553_MATRIX,operations;runtime.contract;types.structure,,object_members;uncategorized,CSHARP::delegates_multicast;R::r.nan_inf_semantics;RUST::rust.operator_traits
UASF_0326,b2e397c7c0ec1233b95f567a,1,1,rust,BASE_553_MATRIX,operations;scope.binding;types.origin;types.structure,,uncategorized,RUST::rust.method_resolution
UASF_0327,73da47858dcd5db60a9ae7fe,1,1,rust,BASE_553_MATRIX,operations;scope.binding;types.structure,,uncategorized,RUST::rust.blanket_impl
UASF_0328,acc5522ade5d84e4989b55b5,1,1,cpp,BASE_553_MATRIX,overload.resolution;template.instantiation,,overload_templates,CPP::cpp_partial_specialization
UASF_0329,9d73e439d37c0ac1785b1951,1,1,cpp,BASE_553_MATRIX,overload.resolution;template.instantiation;types.origin,,overload_templates,CPP::cpp_template_deduction
UASF_0330,2839f2cdbf1e5ef935ec4c3e,1,1,rust,BASE_553_MATRIX,ownership.lifetime;scope.binding;types.origin;types.structure,,uncategorized,RUST::rust.opaque_types
UASF_0331,ccbca1d23c13af730ee2500b,1,1,csharp,BASE_553_MATRIX,runtime.contract;types.structure,,types_numeric,CSHARP::native_integer_nint_nuint
UASF_0332,72752e9a49444090aadb1344,1,2,c;cpp,BASE_553_MATRIX,scope.binding;types.origin;validation.contract,,compiler_ir,CPP::clang_sema_constraints
UASF_0333,508106690056132b05337f67,2,2,cpp;csharp,BASE_553_MATRIX,types.origin;types.structure,,numeric_types;types_nullability,CPP::cpp_auto_decltype;CSHARP::nullable_reference_annotations
UASF_0334,d77f3e1a5c7e715271d835a2,1,1,go,BASE_553_MATRIX,types.structure;validation.contract,constraint.graph;types.graph,type,GO::go.generics
