case_id,language,case_name,exact_row_class,atoms
1582,swift,Navigation expressions,failure_row_006,CALL|EXPRESSION|PARSER
1583,swift,Check expression,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1584,swift,Navigation expression involving explicit type parameters,failure_row_180,AGGREGATE|CALL|CONTAINER|EXPRESSION|PARSER|TYPE
1585,swift,Suppressing the syntactic significance of a newline,failure_row_181,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|PARSER|PATTERN
1587,swift,Try and ternary,failure_row_182,CALL|EXCEPTION|EXPRESSION|PARSER
1590,swift,Await and ternary,failure_row_183,ASYNC|CALL|EXPRESSION|PARSER
1599,swift,Complex if/else expression,failure_row_184,AGGREGATE|CONTAINER|CONTROL_FLOW|DECLARATION|EXPRESSION|PARSER|PATTERN
1600,swift,Switch expression,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1603,swift,Navigation expressions can have parenthesized types before them,failure_row_153,DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1605,swift,Assignment split over multiple lines,failure_row_005,EXPRESSION|PARSER
1606,swift,Optional type in array constructor,failure_row_178,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1617,swift,Static functions,failure_row_158,DECLARATION|FUNCTION|PARSER|TYPE
1623,swift,Custom operators,failure_row_030,DECLARATION|PARSER
1624,swift,Custom operator with another operator as a prefix,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1630,swift,Higher-order functions - pt 2,failure_row_185,CALL|CLOSURE|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
1635,swift,Higher-order functions - pt 7,failure_row_006,CALL|EXPRESSION|PARSER
1641,swift,Multiple trailing lambdas,failure_row_186,CALL|CLOSURE|EXPRESSION|PARSER
1643,swift,Lambdas with annotations,failure_row_187,CALL|CLOSURE|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1645,swift,Macros,failure_row_156,CALL|DECLARATION|EXPRESSION|PARSER|TYPE
1654,swift,Generic parameter lists with trailing commas,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1655,swift,Closure capture lists with trailing commas,failure_row_188,AGGREGATE|CLOSURE|CONTAINER|EXPRESSION|PARSER
1667,swift,Raw strings,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1670,swift,Raw strings interpolation edge cases,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1672,swift,Playground literals,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1673,swift,Single line regex literals,failure_row_189,DECLARATION|PARSER|PATTERN
1674,swift,Multiline regex literals,failure_row_189,DECLARATION|PARSER|PATTERN
1676,swift,Regex-like custom operator not in expression position,failure_row_152,DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1677,swift,Unapplied `/` that is not a regex literal,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1678,swift,Unapplied custom operators,failure_row_006,CALL|EXPRESSION|PARSER
1679,swift,More operator not-regex edge cases,failure_row_169,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN
1680,swift,Ambiguous parse cases that now are regexes,failure_row_006,CALL|EXPRESSION|PARSER
1682,swift,Single-line regex on multiple lines,failure_row_006,CALL|EXPRESSION|PARSER
1687,swift,SwiftUI Preview,failure_row_190,CALL|CLOSURE|EXPRESSION|FUNCTION|PARSER
1688,swift,Named SwiftUI Preview,failure_row_190,CALL|CLOSURE|EXPRESSION|FUNCTION|PARSER
1689,swift,Predicate macro,failure_row_187,CALL|CLOSURE|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|PATTERN|TYPE
1691,swift,Raw identifiers with spaces (SE-0451),failure_row_191,DECLARATION|FUNCTION|PARSER|PATTERN
1692,swift,C-style compound declaration,failure_row_161,DECLARATION|EXPRESSION|PARSER|PATTERN
1696,swift,While and friends,failure_row_192,CALL|CONTROL_FLOW|EXPRESSION|PARSER|PATTERN
1697,swift,Switch statements,failure_row_193,PARSER|PATTERN
1699,swift,Switch patterns with individual where clauses,failure_row_193,PARSER|PATTERN
1704,swift,Discard self in deinit,failure_row_194,DECLARATION|EXPRESSION|FUNCTION|PARSER|TYPE
1712,swift,Compound if let,failure_row_192,CALL|CONTROL_FLOW|EXPRESSION|PARSER|PATTERN
1713,swift,Else if...,failure_row_114,CONTROL_FLOW|EXPRESSION|PARSER|PATTERN
1715,swift,If try,failure_row_195,CONTROL_FLOW|EXCEPTION|EXPRESSION|PARSER
1718,swift,Type annotation on `guard case let`,failure_row_196,EXPRESSION|PARSER|PATTERN|TYPE
1719,swift,Availability conditions,failure_row_066,CALL|CONTROL_FLOW|EXPRESSION|PARSER
1722,swift,Compiler diagnostics,failure_row_005,EXPRESSION|PARSER
1723,swift,Platform compilation conditions,failure_row_006,CALL|EXPRESSION|PARSER
1727,swift,Type references,failure_row_050,EXPRESSION|PARSER|TYPE
1728,swift,Optional casts followed by nil-coalescing,failure_row_154,CALL|DECLARATION|EXPRESSION|PARSER|PATTERN|TYPE
1731,swift,Generic parameterized types,failure_row_068,CALL|EXPRESSION|PARSER|TYPE
1732,swift,Function types,failure_row_197,AGGREGATE|CONTAINER|EXPRESSION|FUNCTION|PARSER|TYPE
1733,swift,Function types with multiple parameters,failure_row_090,AGGREGATE|CALL|CONTAINER|EXPRESSION|FUNCTION|PARSER|TYPE
1734,swift,Types with named parameters (function or tuple),failure_row_198,AGGREGATE|CONTAINER|DECLARATION|EXPRESSION|FUNCTION|PARSER|PATTERN|TYPE
1735,swift,Nested optional types,failure_row_199,AGGREGATE|DECLARATION|PARSER|PATTERN|TYPE
1738,swift,Implicitly unwrapped optional types,failure_row_199,AGGREGATE|DECLARATION|PARSER|PATTERN|TYPE
1739,swift,Type aliases,failure_row_076,AGGREGATE|CALL|CONTAINER|DECLARATION|EXPRESSION|FUNCTION|GENERIC|PARSER|TYPE
