language,construct_id,construct,required,required_state,ts_required,semantic_required,ts_match_count,ts_evidence_names,requirement_class,requirement_vector_13,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,current_frontend_capability,missing,ROLE_MODULE_SCOPE,ROLE_IMPORT,ROLE_DECLARATION,ROLE_BINDING,ROLE_ASSIGNMENT,ROLE_FUNCTION,ROLE_PARAMETER,ROLE_CALL_DISPATCH,ROLE_MEMBER_ACCESS,ROLE_INDEX_SLICE,ROLE_LITERAL,ROLE_CONTAINER_AGGREGATE,ROLE_ITERATION,ROLE_CONTROL_BRANCH,ROLE_CONTROL_TRANSFER,ROLE_CLOSURE_CAPTURE,ROLE_COMPREHENSION,ROLE_PATTERN,ROLE_EXCEPTION,ROLE_ASYNC_CONCURRENCY,ROLE_TYPE_DECL,ROLE_TYPE_EXPR,ROLE_GENERIC,ROLE_MEMORY_REFERENCE,ROLE_CONVERSION_ASSERT,ROLE_ANNOTATION_MODIFIER,ROLE_MACRO_COMPILETIME,ROLE_FFI_ABI,ROLE_SYNCHRONIZATION,ROLE_OPERATOR,ROLE_LABEL_GOTO,ROLE_OWNERSHIP_LIFETIME
cpp,C025,Break,1,BOTH,1,1,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,C025,Break,1,TS,1,?,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,C025,Break,1,BOTH,1,1,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zig,C025,Break,1,TS,1,?,1,break_expression,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,C025,Break,1,TS,1,?,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nim,C025,Break,1,TS,1,?,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csharp,C025,Break,1,BOTH,1,1,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,C025,Break,1,BOTH,1,1,1,break_statement,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,C025,Break,1,SEM,0,1,0,,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swift,C025,Break,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_1dbd2ca74766,111111111111?,IMPL_e2af9920d7c3,00000000000000100000000000000000,BreakStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,C026,Continue,1,SEM,0,1,0,,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go,C026,Continue,1,BOTH,1,1,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust,C026,Continue,1,BOTH,1,1,1,continue_expression,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpp,C026,Continue,1,BOTH,1,1,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,C026,Continue,1,TS,1,?,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,C026,Continue,1,BOTH,1,1,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zig,C026,Continue,1,TS,1,?,1,continue_expression,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,C026,Continue,1,TS,1,?,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nim,C026,Continue,1,TS,1,?,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csharp,C026,Continue,1,BOTH,1,1,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,C026,Continue,1,BOTH,1,1,1,continue_statement,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,C026,Continue,1,SEM,0,1,0,,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swift,C026,Continue,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_1dbd2ca74766,111111111111?,IMPL_44d79a6eef4e,00000000000000100000000000000000,ContinueStmt,UASF_0180,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,C027,Return,1,SEM,0,1,0,,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go,C027,Return,1,BOTH,1,1,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust,C027,Return,1,BOTH,1,1,1,return_expression,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpp,C027,Return,1,BOTH,1,1,2,co_return_statement;return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,C027,Return,1,TS,1,?,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,C027,Return,1,BOTH,1,1,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zig,C027,Return,1,TS,1,?,1,return_expression,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,C027,Return,1,TS,1,?,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nim,C027,Return,1,TS,1,?,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csharp,C027,Return,1,BOTH,1,1,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,C027,Return,1,BOTH,1,1,1,return_statement,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,C027,Return,1,SEM,0,1,0,,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swift,C027,Return,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_1dbd2ca74766,111111111111?,IMPL_603c55c6f56b,00000000000000100000000000000000,ReturnStmt,UASF_0181,control.flow;effects.control;evaluation.order,control.false;control.loop_back;control.next;control.true;data.def_use;data.operand;data.result;evaluation.before,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;results;semantic_facets;source_span,control.flow;effect;evaluation,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r,C028,Yield,1,SEM,0,1,0,,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
go,C028,Yield,1,SEM,0,1,0,,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust,C028,Yield,1,BOTH,1,1,2,yield;yield_expression,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpp,C028,Yield,1,BOTH,1,1,2,co_yield;co_yield_statement,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,C028,Yield,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,C028,Yield,1,BOTH,1,1,1,yield,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zig,C028,Yield,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,C028,Yield,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_acef691e94fc,1111?1??11111,IMPL_1b3347bc01b3,00000000000000100000000000000000,YieldExpr,UASF_0223,data.flow;evaluation.order;nodes.expression;operations,control.false;control.loop_back;control.next;control.true;effect.has;evaluation.before;operation.kind,attributes;branches;condition;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
