case_id,fact,present
CASE_862c82d644a48c32247320f6,target:go,1
CASE_862c82d644a48c32247320f6,target:python,1
CASE_862c82d644a48c32247320f6,target:rust,1
CASE_862c82d644a48c32247320f6,uast:AddressOf,0
CASE_862c82d644a48c32247320f6,uast:AggregateExpr,0
CASE_862c82d644a48c32247320f6,uast:AssignStmt,0
CASE_862c82d644a48c32247320f6,uast:BindingPattern,0
CASE_862c82d644a48c32247320f6,uast:CallExpr,1
CASE_862c82d644a48c32247320f6,uast:ClosureExpr,1
CASE_862c82d644a48c32247320f6,uast:Deref,0
CASE_862c82d644a48c32247320f6,uast:ForEachStmt,0
CASE_862c82d644a48c32247320f6,uast:IfStmt,0
CASE_862c82d644a48c32247320f6,uast:IndexExpr,0
CASE_862c82d644a48c32247320f6,uast:LiteralExpr,0
CASE_862c82d644a48c32247320f6,uast:MemberAccessExpr,0
CASE_862c82d644a48c32247320f6,uast:ModuleDecl,0
CASE_862c82d644a48c32247320f6,uast:OperationExpr,1
CASE_862c82d644a48c32247320f6,uast:ReturnStmt,0
CASE_862c82d644a48c32247320f6,uast:Scope,1
CASE_862c82d644a48c32247320f6,uast:SliceExpr,0
CASE_862c82d644a48c32247320f6,uast:SymbolRef,1
CASE_8bd498c2cec1947e594277c1,arity:0,1
CASE_8bd498c2cec1947e594277c1,arity:1,1
CASE_8bd498c2cec1947e594277c1,arity:10,0
CASE_8bd498c2cec1947e594277c1,arity:11,0
CASE_8bd498c2cec1947e594277c1,arity:12,0
CASE_8bd498c2cec1947e594277c1,arity:13,0
CASE_8bd498c2cec1947e594277c1,arity:14,0
CASE_8bd498c2cec1947e594277c1,arity:17,0
CASE_8bd498c2cec1947e594277c1,arity:2,0
CASE_8bd498c2cec1947e594277c1,arity:3,0
CASE_8bd498c2cec1947e594277c1,arity:37,0
CASE_8bd498c2cec1947e594277c1,arity:38,0
CASE_8bd498c2cec1947e594277c1,arity:4,0
CASE_8bd498c2cec1947e594277c1,arity:5,0
CASE_8bd498c2cec1947e594277c1,arity:6,0
CASE_8bd498c2cec1947e594277c1,arity:7,0
CASE_8bd498c2cec1947e594277c1,arity:8,0
CASE_8bd498c2cec1947e594277c1,arity:9,0
CASE_8bd498c2cec1947e594277c1,control_flow:structured,0
CASE_8bd498c2cec1947e594277c1,effects:call.unknown,0
CASE_8bd498c2cec1947e594277c1,effects:control,1
CASE_8bd498c2cec1947e594277c1,effects:local.read,1
CASE_8bd498c2cec1947e594277c1,effects:local.write,0
CASE_8bd498c2cec1947e594277c1,evaluation_order:eager_left_to_right,1
CASE_8bd498c2cec1947e594277c1,family:BINDING,0
CASE_8bd498c2cec1947e594277c1,family:CALL,0
CASE_8bd498c2cec1947e594277c1,family:COMPARE,0
CASE_8bd498c2cec1947e594277c1,family:CONTROL,0
CASE_8bd498c2cec1947e594277c1,family:ITERATION,0
CASE_8bd498c2cec1947e594277c1,family:LITERAL,0
CASE_8bd498c2cec1947e594277c1,family:LOAD,1
CASE_8bd498c2cec1947e594277c1,family:LOGICAL_BINARY,0
CASE_8bd498c2cec1947e594277c1,family:LOGICAL_UNARY,0
CASE_8bd498c2cec1947e594277c1,family:OPERATION,0
CASE_8bd498c2cec1947e594277c1,kind:AddressOf,0
CASE_8bd498c2cec1947e594277c1,kind:AggregateExpr,0
CASE_8bd498c2cec1947e594277c1,kind:AssignStmt,0
CASE_8bd498c2cec1947e594277c1,kind:BindingPattern,0
CASE_8bd498c2cec1947e594277c1,kind:CallExpr,0
CASE_8bd498c2cec1947e594277c1,kind:ClosureExpr,0
CASE_8bd498c2cec1947e594277c1,kind:Deref,0
CASE_8bd498c2cec1947e594277c1,kind:ForEachStmt,0
CASE_8bd498c2cec1947e594277c1,kind:IfStmt,0
CASE_8bd498c2cec1947e594277c1,kind:IndexExpr,0
CASE_8bd498c2cec1947e594277c1,kind:LiteralExpr,0
CASE_8bd498c2cec1947e594277c1,kind:MemberAccessExpr,0
CASE_8bd498c2cec1947e594277c1,kind:ModuleDecl,0
CASE_8bd498c2cec1947e594277c1,kind:OperationExpr,0
CASE_8bd498c2cec1947e594277c1,kind:ReturnStmt,0
CASE_8bd498c2cec1947e594277c1,kind:Scope,1
CASE_8bd498c2cec1947e594277c1,kind:SliceExpr,0
CASE_8bd498c2cec1947e594277c1,kind:SymbolRef,1
CASE_8bd498c2cec1947e594277c1,language_operation:ASSIGNMENT,0
CASE_8bd498c2cec1947e594277c1,language_operation:BIT_AND,0
CASE_8bd498c2cec1947e594277c1,language_operation:BIT_OR,0
CASE_8bd498c2cec1947e594277c1,language_operation:CALL,0
CASE_8bd498c2cec1947e594277c1,language_operation:DIV,0
CASE_8bd498c2cec1947e594277c1,language_operation:EQ,0
CASE_8bd498c2cec1947e594277c1,language_operation:GT,0
CASE_8bd498c2cec1947e594277c1,language_operation:ITERATION,0
CASE_8bd498c2cec1947e594277c1,language_operation:LE,0
CASE_8bd498c2cec1947e594277c1,language_operation:LITERAL,0
CASE_8bd498c2cec1947e594277c1,language_operation:LOAD,1
CASE_8bd498c2cec1947e594277c1,language_operation:LT,0
CASE_8bd498c2cec1947e594277c1,language_operation:MUL,0
CASE_8bd498c2cec1947e594277c1,language_operation:NE,0
CASE_8bd498c2cec1947e594277c1,language_operation:NOT,0
CASE_8bd498c2cec1947e594277c1,language_operation:OR,0
CASE_8bd498c2cec1947e594277c1,language_operation:RETURN,0
CASE_8bd498c2cec1947e594277c1,language_operation:SUB,0
CASE_8bd498c2cec1947e594277c1,language_operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_8bd498c2cec1947e594277c1,language_operation:UNSUPPORTED.BINARY.LEFT,0
CASE_8bd498c2cec1947e594277c1,language_operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_8bd498c2cec1947e594277c1,language_operation:UNSUPPORTED.IF.CONDITION,0
CASE_8bd498c2cec1947e594277c1,language_operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_8bd498c2cec1947e594277c1,numeric:binary64,1
CASE_8bd498c2cec1947e594277c1,operand:alternate,0
CASE_8bd498c2cec1947e594277c1,operand:argument,0
CASE_8bd498c2cec1947e594277c1,operand:base,0
CASE_8bd498c2cec1947e594277c1,operand:binding,0
CASE_8bd498c2cec1947e594277c1,operand:body,0
CASE_8bd498c2cec1947e594277c1,operand:condition,0
CASE_8bd498c2cec1947e594277c1,operand:consequent,0
CASE_8bd498c2cec1947e594277c1,operand:else,0
CASE_8bd498c2cec1947e594277c1,operand:expression,0
CASE_8bd498c2cec1947e594277c1,operand:key,0
CASE_8bd498c2cec1947e594277c1,operand:left,0
CASE_8bd498c2cec1947e594277c1,operand:member,0
CASE_8bd498c2cec1947e594277c1,operand:operand,0
CASE_8bd498c2cec1947e594277c1,operand:parameter,0
CASE_8bd498c2cec1947e594277c1,operand:right,0
CASE_8bd498c2cec1947e594277c1,operand:sequence,0
CASE_8bd498c2cec1947e594277c1,operand:statement,1
CASE_8bd498c2cec1947e594277c1,operand:target,0
CASE_8bd498c2cec1947e594277c1,operand:then,0
CASE_8bd498c2cec1947e594277c1,operand:value,0
CASE_8bd498c2cec1947e594277c1,operation:ASSIGNMENT,0
CASE_8bd498c2cec1947e594277c1,operation:BIT_AND,0
CASE_8bd498c2cec1947e594277c1,operation:BIT_OR,0
CASE_8bd498c2cec1947e594277c1,operation:CALL,0
CASE_8bd498c2cec1947e594277c1,operation:DIV,0
CASE_8bd498c2cec1947e594277c1,operation:EQ,0
CASE_8bd498c2cec1947e594277c1,operation:GT,0
CASE_8bd498c2cec1947e594277c1,operation:ITERATION,0
CASE_8bd498c2cec1947e594277c1,operation:LE,0
CASE_8bd498c2cec1947e594277c1,operation:LITERAL,0
CASE_8bd498c2cec1947e594277c1,operation:LOAD,1
CASE_8bd498c2cec1947e594277c1,operation:LT,0
CASE_8bd498c2cec1947e594277c1,operation:MUL,0
CASE_8bd498c2cec1947e594277c1,operation:NE,0
CASE_8bd498c2cec1947e594277c1,operation:NOT,0
CASE_8bd498c2cec1947e594277c1,operation:OR,0
CASE_8bd498c2cec1947e594277c1,operation:RETURN,0
CASE_8bd498c2cec1947e594277c1,operation:SUB,0
CASE_8bd498c2cec1947e594277c1,operation:UNSUPPORTED.ASSIGN.TARGET,0
CASE_8bd498c2cec1947e594277c1,operation:UNSUPPORTED.BINARY.LEFT,0
CASE_8bd498c2cec1947e594277c1,operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_8bd498c2cec1947e594277c1,operation:UNSUPPORTED.IF.CONDITION,0
CASE_8bd498c2cec1947e594277c1,operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_8bd498c2cec1947e594277c1,primitive:ASSIGNMENT,0
CASE_8bd498c2cec1947e594277c1,primitive:BIT_AND,0
CASE_8bd498c2cec1947e594277c1,primitive:BIT_OR,0
CASE_8bd498c2cec1947e594277c1,primitive:CALL,0
CASE_8bd498c2cec1947e594277c1,primitive:DIV,0
CASE_8bd498c2cec1947e594277c1,primitive:EQ,0
CASE_8bd498c2cec1947e594277c1,primitive:GT,0
CASE_8bd498c2cec1947e594277c1,primitive:ITERATION,0
CASE_8bd498c2cec1947e594277c1,primitive:LE,0
CASE_8bd498c2cec1947e594277c1,primitive:LITERAL,0
CASE_8bd498c2cec1947e594277c1,primitive:LOAD,1
CASE_8bd498c2cec1947e594277c1,primitive:LT,0
CASE_8bd498c2cec1947e594277c1,primitive:MUL,0
CASE_8bd498c2cec1947e594277c1,primitive:NE,0
CASE_8bd498c2cec1947e594277c1,primitive:NOT,0
CASE_8bd498c2cec1947e594277c1,primitive:OR,0
CASE_8bd498c2cec1947e594277c1,primitive:RETURN,0
CASE_8bd498c2cec1947e594277c1,primitive:SUB,0
CASE_8bd498c2cec1947e594277c1,primitive_family:BINDING,0
CASE_8bd498c2cec1947e594277c1,primitive_family:CALL,0
CASE_8bd498c2cec1947e594277c1,primitive_family:COMPARE,0
CASE_8bd498c2cec1947e594277c1,primitive_family:CONTROL,0
CASE_8bd498c2cec1947e594277c1,primitive_family:ITERATION,0
CASE_8bd498c2cec1947e594277c1,primitive_family:LITERAL,0
CASE_8bd498c2cec1947e594277c1,primitive_family:LOAD,1
CASE_8bd498c2cec1947e594277c1,primitive_family:LOGICAL_BINARY,0
CASE_8bd498c2cec1947e594277c1,primitive_family:LOGICAL_UNARY,0
CASE_8bd498c2cec1947e594277c1,primitive_family:OPERATION,0
CASE_8bd498c2cec1947e594277c1,representation:tagged_dynamic_binary64,1
CASE_8bd498c2cec1947e594277c1,result:statement,1
CASE_8bd498c2cec1947e594277c1,result:value,1
CASE_8bd498c2cec1947e594277c1,route:DIRECT,1
CASE_8bd498c2cec1947e594277c1,route:RUNTIME,0
CASE_8bd498c2cec1947e594277c1,target:go,1
CASE_8bd498c2cec1947e594277c1,target:python,0
CASE_8bd498c2cec1947e594277c1,target:rust,1
CASE_8bd498c2cec1947e594277c1,uast:AddressOf,0
CASE_8bd498c2cec1947e594277c1,uast:AggregateExpr,0
CASE_8bd498c2cec1947e594277c1,uast:AssignStmt,0
CASE_8bd498c2cec1947e594277c1,uast:BindingPattern,0
CASE_8bd498c2cec1947e594277c1,uast:CallExpr,0
CASE_8bd498c2cec1947e594277c1,uast:ClosureExpr,0
CASE_8bd498c2cec1947e594277c1,uast:Deref,0
CASE_8bd498c2cec1947e594277c1,uast:ForEachStmt,0
CASE_8bd498c2cec1947e594277c1,uast:IfStmt,0
CASE_8bd498c2cec1947e594277c1,uast:IndexExpr,0
CASE_8bd498c2cec1947e594277c1,uast:LiteralExpr,0
CASE_8bd498c2cec1947e594277c1,uast:MemberAccessExpr,0
CASE_8bd498c2cec1947e594277c1,uast:ModuleDecl,0
CASE_8bd498c2cec1947e594277c1,uast:OperationExpr,0
CASE_8bd498c2cec1947e594277c1,uast:ReturnStmt,0
CASE_8bd498c2cec1947e594277c1,uast:Scope,1
CASE_8bd498c2cec1947e594277c1,uast:SliceExpr,0
CASE_8bd498c2cec1947e594277c1,uast:SymbolRef,1
CASE_8d2923bbabcd8dc2e913b88f,arity:0,1
CASE_8d2923bbabcd8dc2e913b88f,arity:1,1
CASE_8d2923bbabcd8dc2e913b88f,arity:10,1
CASE_8d2923bbabcd8dc2e913b88f,arity:11,0
CASE_8d2923bbabcd8dc2e913b88f,arity:12,0
CASE_8d2923bbabcd8dc2e913b88f,arity:13,0
CASE_8d2923bbabcd8dc2e913b88f,arity:14,0
CASE_8d2923bbabcd8dc2e913b88f,arity:17,0
CASE_8d2923bbabcd8dc2e913b88f,arity:2,1
CASE_8d2923bbabcd8dc2e913b88f,arity:3,1
CASE_8d2923bbabcd8dc2e913b88f,arity:37,0
CASE_8d2923bbabcd8dc2e913b88f,arity:38,0
CASE_8d2923bbabcd8dc2e913b88f,arity:4,1
CASE_8d2923bbabcd8dc2e913b88f,arity:5,1
CASE_8d2923bbabcd8dc2e913b88f,arity:6,1
CASE_8d2923bbabcd8dc2e913b88f,arity:7,0
CASE_8d2923bbabcd8dc2e913b88f,arity:8,1
CASE_8d2923bbabcd8dc2e913b88f,arity:9,0
CASE_8d2923bbabcd8dc2e913b88f,control_flow:structured,1
CASE_8d2923bbabcd8dc2e913b88f,effects:call.unknown,1
CASE_8d2923bbabcd8dc2e913b88f,effects:control,1
CASE_8d2923bbabcd8dc2e913b88f,effects:local.read,1
CASE_8d2923bbabcd8dc2e913b88f,effects:local.write,1
CASE_8d2923bbabcd8dc2e913b88f,evaluation_order:eager_left_to_right,1
CASE_8d2923bbabcd8dc2e913b88f,family:BINDING,1
CASE_8d2923bbabcd8dc2e913b88f,family:CALL,1
CASE_8d2923bbabcd8dc2e913b88f,family:COMPARE,0
CASE_8d2923bbabcd8dc2e913b88f,family:CONTROL,1
CASE_8d2923bbabcd8dc2e913b88f,family:ITERATION,0
CASE_8d2923bbabcd8dc2e913b88f,family:LITERAL,1
CASE_8d2923bbabcd8dc2e913b88f,family:LOAD,1
CASE_8d2923bbabcd8dc2e913b88f,family:LOGICAL_BINARY,0
CASE_8d2923bbabcd8dc2e913b88f,family:LOGICAL_UNARY,0
CASE_8d2923bbabcd8dc2e913b88f,family:OPERATION,0
CASE_8d2923bbabcd8dc2e913b88f,kind:AddressOf,0
CASE_8d2923bbabcd8dc2e913b88f,kind:AggregateExpr,1
CASE_8d2923bbabcd8dc2e913b88f,kind:AssignStmt,1
CASE_8d2923bbabcd8dc2e913b88f,kind:BindingPattern,0
CASE_8d2923bbabcd8dc2e913b88f,kind:CallExpr,1
CASE_8d2923bbabcd8dc2e913b88f,kind:ClosureExpr,1
CASE_8d2923bbabcd8dc2e913b88f,kind:Deref,0
CASE_8d2923bbabcd8dc2e913b88f,kind:ForEachStmt,0
CASE_8d2923bbabcd8dc2e913b88f,kind:IfStmt,0
CASE_8d2923bbabcd8dc2e913b88f,kind:IndexExpr,0
CASE_8d2923bbabcd8dc2e913b88f,kind:LiteralExpr,1
CASE_8d2923bbabcd8dc2e913b88f,kind:MemberAccessExpr,0
CASE_8d2923bbabcd8dc2e913b88f,kind:ModuleDecl,1
CASE_8d2923bbabcd8dc2e913b88f,kind:OperationExpr,1
CASE_8d2923bbabcd8dc2e913b88f,kind:ReturnStmt,1
CASE_8d2923bbabcd8dc2e913b88f,kind:Scope,1
CASE_8d2923bbabcd8dc2e913b88f,kind:SliceExpr,0
CASE_8d2923bbabcd8dc2e913b88f,kind:SymbolRef,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:ASSIGNMENT,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:BIT_AND,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:BIT_OR,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:CALL,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:DIV,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:EQ,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:GT,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:ITERATION,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:LE,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:LITERAL,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:LOAD,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:LT,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:MUL,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:NE,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:NOT,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:OR,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:RETURN,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:SUB,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:UNSUPPORTED.ASSIGN.TARGET,1
CASE_8d2923bbabcd8dc2e913b88f,language_operation:UNSUPPORTED.BINARY.LEFT,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:UNSUPPORTED.IF.CONDITION,0
CASE_8d2923bbabcd8dc2e913b88f,language_operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_8d2923bbabcd8dc2e913b88f,numeric:binary64,1
CASE_8d2923bbabcd8dc2e913b88f,operand:alternate,0
CASE_8d2923bbabcd8dc2e913b88f,operand:argument,1
CASE_8d2923bbabcd8dc2e913b88f,operand:base,0
CASE_8d2923bbabcd8dc2e913b88f,operand:binding,0
CASE_8d2923bbabcd8dc2e913b88f,operand:body,1
CASE_8d2923bbabcd8dc2e913b88f,operand:condition,0
CASE_8d2923bbabcd8dc2e913b88f,operand:consequent,0
CASE_8d2923bbabcd8dc2e913b88f,operand:else,0
CASE_8d2923bbabcd8dc2e913b88f,operand:expression,1
CASE_8d2923bbabcd8dc2e913b88f,operand:key,1
CASE_8d2923bbabcd8dc2e913b88f,operand:left,0
CASE_8d2923bbabcd8dc2e913b88f,operand:member,0
CASE_8d2923bbabcd8dc2e913b88f,operand:operand,0
CASE_8d2923bbabcd8dc2e913b88f,operand:parameter,1
CASE_8d2923bbabcd8dc2e913b88f,operand:right,0
CASE_8d2923bbabcd8dc2e913b88f,operand:sequence,0
CASE_8d2923bbabcd8dc2e913b88f,operand:statement,1
CASE_8d2923bbabcd8dc2e913b88f,operand:target,1
CASE_8d2923bbabcd8dc2e913b88f,operand:then,0
CASE_8d2923bbabcd8dc2e913b88f,operand:value,1
CASE_8d2923bbabcd8dc2e913b88f,operation:ASSIGNMENT,1
CASE_8d2923bbabcd8dc2e913b88f,operation:BIT_AND,0
CASE_8d2923bbabcd8dc2e913b88f,operation:BIT_OR,0
CASE_8d2923bbabcd8dc2e913b88f,operation:CALL,1
CASE_8d2923bbabcd8dc2e913b88f,operation:DIV,0
CASE_8d2923bbabcd8dc2e913b88f,operation:EQ,0
CASE_8d2923bbabcd8dc2e913b88f,operation:GT,0
CASE_8d2923bbabcd8dc2e913b88f,operation:ITERATION,0
CASE_8d2923bbabcd8dc2e913b88f,operation:LE,0
CASE_8d2923bbabcd8dc2e913b88f,operation:LITERAL,1
CASE_8d2923bbabcd8dc2e913b88f,operation:LOAD,1
CASE_8d2923bbabcd8dc2e913b88f,operation:LT,0
CASE_8d2923bbabcd8dc2e913b88f,operation:MUL,0
CASE_8d2923bbabcd8dc2e913b88f,operation:NE,0
CASE_8d2923bbabcd8dc2e913b88f,operation:NOT,0
CASE_8d2923bbabcd8dc2e913b88f,operation:OR,0
CASE_8d2923bbabcd8dc2e913b88f,operation:RETURN,1
CASE_8d2923bbabcd8dc2e913b88f,operation:SUB,0
CASE_8d2923bbabcd8dc2e913b88f,operation:UNSUPPORTED.ASSIGN.TARGET,1
CASE_8d2923bbabcd8dc2e913b88f,operation:UNSUPPORTED.BINARY.LEFT,0
CASE_8d2923bbabcd8dc2e913b88f,operation:UNSUPPORTED.EXPRESSION.OPERAND,0
CASE_8d2923bbabcd8dc2e913b88f,operation:UNSUPPORTED.IF.CONDITION,0
CASE_8d2923bbabcd8dc2e913b88f,operation:UNSUPPORTED.WHILE.CONDITION,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:ASSIGNMENT,1
CASE_8d2923bbabcd8dc2e913b88f,primitive:BIT_AND,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:BIT_OR,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:CALL,1
CASE_8d2923bbabcd8dc2e913b88f,primitive:DIV,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:EQ,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:GT,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:ITERATION,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:LE,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:LITERAL,1
CASE_8d2923bbabcd8dc2e913b88f,primitive:LOAD,1
CASE_8d2923bbabcd8dc2e913b88f,primitive:LT,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:MUL,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:NE,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:NOT,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:OR,0
CASE_8d2923bbabcd8dc2e913b88f,primitive:RETURN,1
CASE_8d2923bbabcd8dc2e913b88f,primitive:SUB,0
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:BINDING,1
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:CALL,1
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:COMPARE,0
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:CONTROL,1
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:ITERATION,0
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:LITERAL,1
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:LOAD,1
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:LOGICAL_BINARY,0
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:LOGICAL_UNARY,0
CASE_8d2923bbabcd8dc2e913b88f,primitive_family:OPERATION,0
CASE_8d2923bbabcd8dc2e913b88f,representation:tagged_dynamic_binary64,1
CASE_8d2923bbabcd8dc2e913b88f,result:statement,1
CASE_8d2923bbabcd8dc2e913b88f,result:value,1
CASE_8d2923bbabcd8dc2e913b88f,route:DIRECT,0
CASE_8d2923bbabcd8dc2e913b88f,route:RUNTIME,1
CASE_8d2923bbabcd8dc2e913b88f,target:go,1
CASE_8d2923bbabcd8dc2e913b88f,target:python,1
CASE_8d2923bbabcd8dc2e913b88f,target:rust,1
CASE_8d2923bbabcd8dc2e913b88f,uast:AddressOf,0
CASE_8d2923bbabcd8dc2e913b88f,uast:AggregateExpr,1
CASE_8d2923bbabcd8dc2e913b88f,uast:AssignStmt,1
CASE_8d2923bbabcd8dc2e913b88f,uast:BindingPattern,0
CASE_8d2923bbabcd8dc2e913b88f,uast:CallExpr,1
CASE_8d2923bbabcd8dc2e913b88f,uast:ClosureExpr,1
CASE_8d2923bbabcd8dc2e913b88f,uast:Deref,0
CASE_8d2923bbabcd8dc2e913b88f,uast:ForEachStmt,0
CASE_8d2923bbabcd8dc2e913b88f,uast:IfStmt,0
CASE_8d2923bbabcd8dc2e913b88f,uast:IndexExpr,0
CASE_8d2923bbabcd8dc2e913b88f,uast:LiteralExpr,1
CASE_8d2923bbabcd8dc2e913b88f,uast:MemberAccessExpr,0
CASE_8d2923bbabcd8dc2e913b88f,uast:ModuleDecl,1
CASE_8d2923bbabcd8dc2e913b88f,uast:OperationExpr,1
CASE_8d2923bbabcd8dc2e913b88f,uast:ReturnStmt,1
CASE_8d2923bbabcd8dc2e913b88f,uast:Scope,1
CASE_8d2923bbabcd8dc2e913b88f,uast:SliceExpr,0
CASE_8d2923bbabcd8dc2e913b88f,uast:SymbolRef,1
CASE_98eeee9f9744e9a298cb12e9,arity:0,1
CASE_98eeee9f9744e9a298cb12e9,arity:1,1
CASE_98eeee9f9744e9a298cb12e9,arity:10,0
CASE_98eeee9f9744e9a298cb12e9,arity:11,0
CASE_98eeee9f9744e9a298cb12e9,arity:12,0
CASE_98eeee9f9744e9a298cb12e9,arity:13,0
CASE_98eeee9f9744e9a298cb12e9,arity:14,0
CASE_98eeee9f9744e9a298cb12e9,arity:17,0
CASE_98eeee9f9744e9a298cb12e9,arity:2,1
CASE_98eeee9f9744e9a298cb12e9,arity:3,0
CASE_98eeee9f9744e9a298cb12e9,arity:37,0
CASE_98eeee9f9744e9a298cb12e9,arity:38,0
CASE_98eeee9f9744e9a298cb12e9,arity:4,0
CASE_98eeee9f9744e9a298cb12e9,arity:5,0
CASE_98eeee9f9744e9a298cb12e9,arity:6,0
CASE_98eeee9f9744e9a298cb12e9,arity:7,0
CASE_98eeee9f9744e9a298cb12e9,arity:8,0
CASE_98eeee9f9744e9a298cb12e9,arity:9,0
CASE_98eeee9f9744e9a298cb12e9,control_flow:structured,0
CASE_98eeee9f9744e9a298cb12e9,effects:call.unknown,0
CASE_98eeee9f9744e9a298cb12e9,effects:control,1
CASE_98eeee9f9744e9a298cb12e9,effects:local.read,1
CASE_98eeee9f9744e9a298cb12e9,effects:local.write,1
CASE_98eeee9f9744e9a298cb12e9,evaluation_order:eager_left_to_right,1
CASE_98eeee9f9744e9a298cb12e9,family:BINDING,1
CASE_98eeee9f9744e9a298cb12e9,family:CALL,0
CASE_98eeee9f9744e9a298cb12e9,family:COMPARE,0
CASE_98eeee9f9744e9a298cb12e9,family:CONTROL,0
CASE_98eeee9f9744e9a298cb12e9,family:ITERATION,0
CASE_98eeee9f9744e9a298cb12e9,family:LITERAL,1
CASE_98eeee9f9744e9a298cb12e9,family:LOAD,1
CASE_98eeee9f9744e9a298cb12e9,family:LOGICAL_BINARY,0
CASE_98eeee9f9744e9a298cb12e9,family:LOGICAL_UNARY,0
CASE_98eeee9f9744e9a298cb12e9,family:OPERATION,0
CASE_98eeee9f9744e9a298cb12e9,kind:AddressOf,0
CASE_98eeee9f9744e9a298cb12e9,kind:AggregateExpr,1
CASE_98eeee9f9744e9a298cb12e9,kind:AssignStmt,1
CASE_98eeee9f9744e9a298cb12e9,kind:BindingPattern,0
CASE_98eeee9f9744e9a298cb12e9,kind:CallExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:ClosureExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:Deref,0
CASE_98eeee9f9744e9a298cb12e9,kind:ForEachStmt,0
CASE_98eeee9f9744e9a298cb12e9,kind:IfStmt,0
CASE_98eeee9f9744e9a298cb12e9,kind:IndexExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:LiteralExpr,1
CASE_98eeee9f9744e9a298cb12e9,kind:MemberAccessExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:ModuleDecl,1
CASE_98eeee9f9744e9a298cb12e9,kind:OperationExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:ReturnStmt,0
CASE_98eeee9f9744e9a298cb12e9,kind:Scope,1
CASE_98eeee9f9744e9a298cb12e9,kind:SliceExpr,0
CASE_98eeee9f9744e9a298cb12e9,kind:SymbolRef,1
CASE_98eeee9f9744e9a298cb12e9,language_operation:ASSIGNMENT,1
CASE_98eeee9f9744e9a298cb12e9,language_operation:BIT_AND,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:BIT_OR,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:CALL,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:DIV,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:EQ,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:GT,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:ITERATION,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:LE,0
CASE_98eeee9f9744e9a298cb12e9,language_operation:LITERAL,1
