feature,category,file,line,snippet
pointer,type,CHANGELOG.md,2467,compiler now accepts limited pointer type mismatches when directly
pointer,type,CHANGELOG.md,2469,"those pointer types to alias. Consequently, any Swift"
pointer,type,CHANGELOG.md,2480,Swift can now directly pass a raw pointer as the function argument:
pointer,type,CHANGELOG.md,4929,to a type. Binding memory allows for safe conversion between pointer types.
pointer,type,CHANGELOG.md,7528,"immutability, The following pointer types were renamed:"
pointer,type,CHANGELOG.md,7695,"* C function pointer types are now imported as `CFunctionPointer<T>`, where `T`"
primitive_bool,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,195,"1. If the parameter is a known boolean type and the last word of the base name is ""Animated"" (case-sensitive in this case), drop that last word and set the first argument label to ""animated""."
primitive_bool,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,243,"1. The typedef ""BOOL"" gets a type name of ""Bool"" and a special note that it's a boolean type."
primitive_bool,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,282,"14. The built-in `bool` (`_Bool`) type is mapped to ""Bool"" with a special note that it's a boolean type."
primitive_bool,type,docs/CToSwiftNameTranslation.md,389,"Note that the built-in `bool` (`_Bool`) type is *not* considered a boolean type for the purposes of inferring ""throws""."
primitive_bool,type,include/swift/Basic/StringExtras.h,343,/// Whether this parameter is of some Boolean type.
primitive_bool,type,include/swift/Basic/StringExtras.h,392,/// Whether this type is a Boolean type.
primitive_bool,type,lib/AST/ASTContext.cpp,1536,"return param(label, name, getBoolType());"
primitive_bool,type,lib/AST/ASTVerifier.cpp,1172,"checkSameType(E->getType(), Ctx.getBoolType(), ""condition type"");"
primitive_float,type,CHANGELOG.md,52,"var x, y: Double"
primitive_float,type,CHANGELOG.md,63,"When there are captures, such as `\Array<Double>.[i]`, a key path"
primitive_float,type,CHANGELOG.md,1611,public var degreesCelsius: Double
primitive_float,type,CHANGELOG.md,1619,public var degreesFahrenheit: Double {
primitive_float,type,CHANGELOG.md,1683,double(string) // implicitly refers to `self!.double(string)`
primitive_float,type,CHANGELOG.md,1687,func double(_ string: String) -> String {
primitive_float,type,CHANGELOG.md,2403,"public var x, y: Double"
primitive_float,type,CHANGELOG.md,2691,var balance: Double
primitive_integer,type,CHANGELOG.md,1971,let result = unalignedData.withUnsafeBytes { buffer -> UInt32 in
primitive_integer,type,CHANGELOG.md,1972,var storage = UInt32.zero
primitive_integer,type,CHANGELOG.md,1974,$0.copyBytes(from: buffer.prefix(MemoryLayout<UInt32>.size))
primitive_integer,type,CHANGELOG.md,1981,let result = unalignedData.withUnsafeBytes { $0.loadUnaligned(as: UInt32.self) }
primitive_integer,type,CHANGELOG.md,2473,function arguments with an integer type that differs from `T` only
primitive_integer,type,CHANGELOG.md,2478,long long decode_int64(const char *ptr_to_int64);
primitive_integer,type,CHANGELOG.md,2482,func decodeAsInt64(data: Data) -> Int64 {
primitive_integer,type,CHANGELOG.md,2484,decode_int64(bytes.baseAddress!)
primitive_string,type,CHANGELOG.md,9683,literals are emitted as UTF-16 for string types that support it
primitive_string,type,benchmark/single-source/StringTests.swift,924,"<p>Swift 5 switches the preferred encoding of strings from UTF-16 to UTF-8 while preserving efficient Objective-C-interoperability. Because the String type abstracts away these low-level concerns, no source-code changes from developers should be necessary*, bu"
primitive_string,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,23,"1. If the result type is the same as the context type, do a leading type name match (see below) against the base name. If the next word *after* the match is a preposition, and there's something following the preposition, drop the matching type name."
primitive_string,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,29,"3. If we're matching the name of a property or a method with no arguments, and the result type is the same as the context type, do a trailing type name match with special cases (see below) against the base name, then skip to the last step."
primitive_string,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,31,"4. If the base name starts with ""set"", do a trailing type name match with special cases (see below) against it, using the context type."
primitive_string,type,docs/CToSwiftNameTranslation-OmitNeedlessWords.md,182,"Objective-C method names often include a reference to the context type, such as `dismissViewControllerAnimated:`. In Swift, that context type reference is considered superfluous and the result (before base name splitting) should be `dismissAnimated(_:)`. To st"
primitive_string,type,docs/Literals.md,68,"this will be Swift's own native String type, which means users can implement"
primitive_string,type,docs/StringDesign.rst,502,Why a Built-In String Type?
random,effect,CHANGELOG.md,4033,The standard library now provides a unified set of randomization functionality.
random,effect,CHANGELOG.md,4035,method that creates a random value.
random,effect,CHANGELOG.md,4038,let diceRoll = Int.random(in: 1 ... 6)
random,effect,CHANGELOG.md,4039,let randomUnit = Double.random(in: 0 ..< 1)
random,effect,CHANGELOG.md,4040,let randomBool = Bool.random()
random,effect,CHANGELOG.md,4043,There are also additions to select a random element from a collection or
random,effect,CHANGELOG.md,4048,let randomGreeting = greetings.randomElement()! // This returns an Optional
random,effect,CHANGELOG.md,4052,Core to the randomization functionality is a new `RandomNumberGenerator`
reference,type,CHANGELOG.md,900,func isSoup(_ lunch: borrowing Lunch) -> Bool {
reference,type,CHANGELOG.md,991,func startSeason(_ flower: borrowing some Flower & ~Copyable) {
reference,type,CHANGELOG.md,1582,Functions can now declare whether they take value parameters by `borrowing`
reference,type,CHANGELOG.md,6280,reference types also display the referenced address to more closely mimic
reference,type,CHANGELOG.md,6284,"indented below the summary by default, while reference types will not. This"
reference,type,CHANGELOG.md,8111,* Reference types using the CoreFoundation runtime are now imported as
reference,type,CHANGELOG.md,10715,reference types.
reference,type,benchmark/Naming.md,56,reference types etc.). Use <strong>numbered suffixes</strong> to denote
reflection,effect,CHANGELOG.md,6029,qualification by default. `debugPrint` or `String(reflecting:)` can still be
reflection,effect,CHANGELOG.md,6286,`CustomReflectable`.
reflection,effect,CHANGELOG.md,6358,* `print()` and reflection via Mirrors is able to report both the current
reflection,effect,CHANGELOG.md,6360,remaining enum types that do not support reflection are `@objc` enums and
reflection,effect,CHANGELOG.md,6746,"to reflect the role of the types in the API. For example, `Array<T>` became"
reflection,effect,CHANGELOG.md,10384,better reflects the semantics of ephemeral sequences like
reflection,effect,CHANGELOG.md,11029,[SE-0089]: <https://github.com/apple/swift-evolution/blob/main/proposals/0089-rename-string-reflection-init.md>
reflection,effect,CMakeLists.txt,1639,"# Some tools (e.g. swift-reflection-dump) rely on a host swiftRemoteInspection,"
return,control,CHANGELOG.md,1061,the return statement. The old broken behavior in this situation can also
return,control,CHANGELOG.md,7100,- Closures that are comprised of a single return statement are now type
return,control,CHANGELOG.md,10146,* Missing return statement from a non-`Void` function is diagnosed as an error.
return,control,include/swift/AST/AnyFunctionRef.h,161,bool bodyHasExplicitReturnStmt() const;
return,control,include/swift/AST/AnyFunctionRef.h,166,void getExplicitReturnStmts(SmallVectorImpl<ReturnStmt *> &results) const;
return,control,include/swift/AST/ASTBridging.h,2555,"SWIFT_NAME(""BridgedReturnStmt.createParsed(_:loc:expr:)"")"
return,control,include/swift/AST/ASTBridging.h,2556,"BridgedReturnStmt BridgedReturnStmt_createParsed(BridgedASTContext cContext,"
return,control,include/swift/AST/Decl.h,119,class ReturnStmt;
scope,binding,CHANGELOG.md,72,"lexical scope of the annotated declaration, relative to its enclosing scope."
scope,binding,CHANGELOG.md,102,* [SE-0493][]: `defer` statements now support `async` calls. The isolation of the body of the `defer` statement is always the same as the isolation of its enclosing scope.
scope,binding,CHANGELOG.md,269,cancellation in a given scope. This functionality is intended for use with cleanup actions which
scope,binding,CHANGELOG.md,341,"When a module selector is used, Swift skips past any enclosing scopes and starts its search at the top level of the"
scope,binding,CHANGELOG.md,2493,"allocation within a limited scope, which will be optimized to use stack"
scope,binding,CHANGELOG.md,3383,values from outer scopes.
scope,binding,CHANGELOG.md,3606,references an `inout` parameter from an outer scope:
scope,binding,CHANGELOG.md,5007,The access level formerly known as `private` is now called `fileprivate`. A Swift 3 declaration marked `private` can no longer be accessed outside its lexical scope (essentially its enclosing curly braces `{}`). A `private` declaration at the top level of a fi
set,expression,CHANGELOG.md,6467,"Option sets support set literal syntax, and set-like methods such as contains:"
set,expression,include/swift/AST/ArgumentList.h,90,void setExpr(Expr *newExpr) & { ArgExpr = newExpr; }
set,expression,include/swift/AST/ArgumentList.h,313,"void setExpr(unsigned idx, Expr *newExpr) { getExprsBuffer()[idx] = newExpr; }"
set,expression,include/swift/AST/Expr.h,5206,"void setOperand(Expr *E) { getArgs()->setExpr(0, E); }"
set,expression,include/swift/AST/Expr.h,5232,"void setOperand(Expr *E) { getArgs()->setExpr(0, E); }"
set,expression,include/swift/AST/Expr.h,5281,"void setBase(Expr *E) { getArgs()->setExpr(0, E); }"
set,expression,include/swift/Parse/IDEInspectionCallbacks.h,99,void setExprBeginning(ParserPosition PP) {
set,expression,include/swift/Sema/ConstraintSystem.h,1811,"void setExprPatternFor(Expr *E, ExprPattern *EP) {"
shadowing,binding,CHANGELOG.md,203,"This then allows for consistent shadowing behavior inside and outside of closures, allowing the"
shadowing,binding,docs/Testing.md,220,"Avoid purposefully shadowing names from the standard library, this makes the"
shadowing,binding,docs/Testing.md,222,compiler bug triggered by this shadowing?) When reducing a compiler testcase
shadowing,binding,docs/WeakReferences.md,931,"usual shadowing rules, whatever they may be, with the exception that"
shadowing,binding,include/swift/AST/ASTScope.h,355,/// ShadowingGenericParameter<T> { \code typealias T = Int; func foo (t :
shadowing,binding,include/swift/AST/ASTScope.h,356,"/// T) {} \code } \code ShadowingGenericParameter<String>().foo(t: ""hi"")"
shadowing,binding,include/swift/AST/DeclContext.h,730,/// Retrieves a list of separately imported overlays which are shadowing
shadowing,binding,include/swift/AST/DiagnosticsCommon.def,223,"""source target '%0' shadowing a%select{ |n SDK }2Swift module with the same name at: '%1'"", (StringRef, StringRef, bool))"
slice,expression,CHANGELOG.md,4602,Slicing a raw buffer no longer results in the same raw buffer
slice,expression,CHANGELOG.md,6587,The following free Swift functions for splitting/slicing sequences have been
slice,expression,CHANGELOG.md,6651,collection they are slicing and maintain that mapping even after mutations.
slice,expression,CHANGELOG.md,6679,"standard library provides ""slicing,"" which composes well with algorithms."
slice,expression,benchmark/utils/TestsUtils.swift,130,/// harness to allow for easy slicing of the set of benchmarks along tag
slice,expression,docs/ABIStabilityManifesto.md,419,"Another goal of Swift is to improve the applicability of Swift to systems programming. Ownership semantics may make a large impact, including things such as improved `inout` semantics that allow for efficient and safe array slicing. Providing the right abstrac"
slice,expression,docs/Arrays.md,53,"has contiguous storage and \""C array\"" performance. Slicing an"
slice,expression,docs/IndexInvalidation.md,39,"accessing using the subscript operator, slicing, swapping elements, removing"
struct,declaration,CHANGELOG.md,33,@propertyWrapper public struct MainActorWrap<T: Sendable> {
struct,declaration,CHANGELOG.md,51,struct Point {
struct,declaration,CHANGELOG.md,55,struct DataPoint {
struct,declaration,CHANGELOG.md,86,This can be used to unify the imported C pointer type in situations where the visibility of the struct might differ.
struct,declaration,CHANGELOG.md,122,struct Pencil: WritingInstrument {
struct,declaration,CHANGELOG.md,123,struct Eraser: ~Copyable {}
struct,declaration,CHANGELOG.md,126,struct Chalk: WritingInstrument {
struct,declaration,CHANGELOG.md,127,struct Eraser {}
subtyping,type,CHANGELOG.md,139,to mark types as non-`Sendable` without inheritance impact.
subtyping,type,CHANGELOG.md,4547,"- In the evolution proposal, associated type and class inheritance clauses"
subtyping,type,CHANGELOG.md,4551,"- In the evolution proposal, protocol inheritance clauses are allowed to"
subtyping,type,CHANGELOG.md,5033,* Collection subtype conversions and dynamic casts now work with protocol types:
subtyping,type,CHANGELOG.md,5798,"* Conversions between function types are supported, exhibiting covariance in"
subtyping,type,CHANGELOG.md,5799,function result types and contravariance in function parameter types.
subtyping,type,CHANGELOG.md,7007,* Subclasses that override base class methods with co- or contravariance in
subtyping,type,CHANGELOG.md,10290,// Values are also assignable by implicit auto-increment
switch_match,control,CHANGELOG.md,5740,allows you to use C enum pattern matching in switch statements with no
switch_match,control,CHANGELOG.md,5936,"loop or switch statement, or it is illegal if none exists. (19150249)"
switch_match,control,CHANGELOG.md,5953,"- The switch statement ""exhaustiveness checker"" is smarter."
switch_match,control,CHANGELOG.md,8087,"* `;` can no longer be used to demarcate an empty case in a switch statement,"
switch_match,control,CHANGELOG.md,8185,* `break` now breaks out of switch statements.
switch_match,control,CHANGELOG.md,8226,"* Loops and switch statements can now carry labels, and you can"
switch_match,control,CHANGELOG.md,8248,"breaking out of a switch statement. Previously, break completely ignored"
switch_match,control,docs/HowSwiftImportsCAPIs.md,876,"Swift compiler performs exhaustiveness checks for switch statements, which"
symbol_table,binding,docs/DebuggingTheCompiler.md,806,"- Linker information (symbol table, sections, binding):"
symbol_table,binding,docs/DebuggingTheCompiler.md,807,- `nm`: Display symbol tables.
symbol_table,binding,docs/proposals/DeclarationTypeChecker.rst,133,"**Global symbol table**: Name lookup within a type or extension context typically requires us to bring that type up to the ""type hierarchies"" phase. If we were to use a global symbol table that also had information about members, name lookup could find declara"
symbol_table,binding,include/swift/IRGen/Linking.h,1895,// are discarded from the symtab when other object files have a COMDAT
symbol_table,binding,include/swift/RemoteInspection/RuntimeHeaders/llvm/BinaryFormat/COFF.h,68,uint32_t PointerToSymbolTable;
symbol_table,binding,include/swift/RemoteInspection/RuntimeHeaders/llvm/BinaryFormat/COFF.h,88,uint32_t PointerToSymbolTable;
symbol_table,binding,include/swift/RemoteInspection/RuntimeHeaders/llvm/BinaryFormat/COFF.h,148,/// COFF symbol table entries for local symbols have been removed. This is
symbol_table,binding,include/swift/RemoteInspection/RuntimeHeaders/llvm/BinaryFormat/COFF.h,341,uint32_t SymbolTableIndex;
task_async,concurrency,CHANGELOG.md,102,* [SE-0493][]: `defer` statements now support `async` calls. The isolation of the body of the `defer` statement is always the same as the isolation of its enclosing scope.
task_async,concurrency,CHANGELOG.md,105,func example() async {
task_async,concurrency,CHANGELOG.md,150,"* Throwing unstructured task initializers (`Task.init`, `Task.immediate`, `Task.detached`, etc)"
task_async,concurrency,CHANGELOG.md,151,now use typed-throws and will warn if an operation is throwing and the result of the task is not
task_async,concurrency,CHANGELOG.md,156,Task { // Unstructured throwing task created by 'init(priority:operation:)' is unused [#NoUseUnstructuredThrowingTask]
task_async,concurrency,CHANGELOG.md,159,"Task { // no warning, as previously"
task_async,concurrency,CHANGELOG.md,268,Introduced Task Cancellation Shields which temporarily prevent the observation of task
task_async,concurrency,CHANGELOG.md,275,Task.isCancelled // true
thread,concurrency,CHANGELOG.md,377,"// executor / thread: ""T1"""
thread,concurrency,CHANGELOG.md,379,"// executor / thread: ""T1"""
thread,concurrency,CHANGELOG.md,382,"// executor / thread: ""T1"""
thread,concurrency,CHANGELOG.md,385,"// executor / thread: ""T1"""
thread,concurrency,CHANGELOG.md,387,"// executor / thread: ""other"""
thread,concurrency,CHANGELOG.md,391,"// executor / thread: ""T1"""
thread,concurrency,CHANGELOG.md,1009,"In order for Swift 6 language mode to not flag task-locals as potentially thread-unsafe,"
thread,concurrency,CHANGELOG.md,1360,"Note that without correct implementation of a synchronization mechanism to achieve data isolation, dynamic run-time analysis from exclusivity enforcement or tools such as the Thread Sanitizer could still identify failures."
throw_raise,control,CHANGELOG.md,1170,Functions can now specify the type of error that they throw as part of the
throw_raise,control,CHANGELOG.md,1485,* Throw errors using `throw`
throw_raise,control,CHANGELOG.md,1714,"For example, a non-async initializer of an `actor` prior to Swift 5.7 would raise a diagnostic any time `self` escapes the initializer before returning. That diagnostic's purpose was to protect against a possible data race when accessing isolated stored proepr"
throw_raise,control,CHANGELOG.md,2730,"Read-only computed properties and subscripts can now define their `get` accessor to be `async` and/or `throws`, by writing one or both of those keywords between the `get` and `{`. Thus, these members can now make asynchronous calls or throw errors in the proce"
throw_raise,control,CHANGELOG.md,2737,guard manager != nil else { throw BankError.notInYourFavor }
throw_raise,control,CHANGELOG.md,2790,* The determination of whether a call to a `rethrows` function can throw now considers default arguments of `Optional` type.
throw_raise,control,CHANGELOG.md,2799,"However, it also meant that the following was accepted, even though the call to `foo()` can throw and the call site is not marked with `try`:"
throw_raise,control,CHANGELOG.md,2802,func foo(_: (() throws -> ())? = { throw myError }) rethrows {}
time,effect,CHANGELOG.md,1823,New types representing time and clocks were introduced. This includes a protocol `Clock` defining clocks which allow for defining a concept of now and a way to wake up after a given instant. Additionally a new protocol `InstantProtocol` for defining instants i
time,effect,CHANGELOG.md,1827,"try await Task.sleep(until: .now + .milliseconds(123), clock: .continuous)"
time,effect,CHANGELOG.md,1832,`Clock` also has methods to measure the elapsed duration of the execution of work. In the case of the `SuspendingClock` and `ContinuousClock` this measures with high resolution and is suitable for benchmarks.
time,effect,CHANGELOG.md,1835,let clock = ContinuousClock()
time,effect,CHANGELOG.md,1836,let elapsed = clock.measure {
time,effect,CHANGELOG.md,11212,[SE-0329]: <https://github.com/apple/swift-evolution/blob/main/proposals/0329-clock-instant-duration.md>
time,effect,benchmark/single-source/Concurrency/TaskDeadlines.swift,44,let clock = ContinuousClock()
time,effect,benchmark/single-source/Concurrency/TaskDeadlines.swift,46,let deadline = clock.now.advanced(by: .seconds(3600))
tuple,expression,CHANGELOG.md,1071,tuples of arbitrary length using pack iteration:
tuple,expression,CHANGELOG.md,2072,or a complex tuple result type.
tuple,expression,CHANGELOG.md,3530,"Duplicate tuple element labels are no longer allowed, because it leads"
tuple,expression,CHANGELOG.md,3642,Conversions between tuple types are now fully implemented.
tuple,expression,CHANGELOG.md,3747,* Key path expressions can now include references to tuple elements.
tuple,expression,CHANGELOG.md,3841,"Single-element labeled tuple expressions, for example `(label: 123)`, were"
tuple,expression,CHANGELOG.md,4687,"take one tuple argument, and functions that take multiple arguments."
tuple,expression,CHANGELOG.md,5550,The implicit tuple splat behavior in function application has been deprecated
tuple_type,type,CHANGELOG.md,3642,Conversions between tuple types are now fully implemented.
tuple_type,type,docs/AccessControl.md,155,A tuple type\'s access level is the minimum of the access levels of its
tuple_type,type,docs/DynamicCasting.md,290,Casting from a tuple type T1 to a tuple type T2 will succeed iff the following hold:
tuple_type,type,docs/DynamicCasting.md,358,"For non-reference types -- including struct, enum, and tuple types -- the casting logic will first look for an `_ObjectiveCBridgeable` conformance that it can use to convert the source into a tailored reference type. (See ""The _ObjectiveCBridgeable Protocol"" b"
tuple_type,type,docs/GenericsManifesto.md,426,"Currently, only nominal types (classes, structs, enums, protocols) can be extended. One could imagine extending structural types--particularly tuple types--to allow them to, e.g., conform to protocols. For example, pulling together variadic generics, parameter"
tuple_type,type,docs/GenericsManifesto.md,429,"extension<...Elements : Equatable> (Elements...) : Equatable { // extending the tuple type ""(Elements...)"" to be Equatable"
tuple_type,type,docs/Runtime.md,288,0000000000022260 T _swift_getTupleTypeMetadata
tuple_type,type,docs/Runtime.md,289,00000000000225a0 T _swift_getTupleTypeMetadata2
type_inference,type,CHANGELOG.md,2506,"type inference rules. Type placeholders are spelled as an underscore (""`_`"") in"
type_inference,type,CHANGELOG.md,3088,"Members of a ""chain"" can be properties, method calls, subscript accesses, force unwraps, or optional chaining question marks. Furthermore, the type of each member along the chain is permitted to differ (again, as long as the base of the chain matches the resul"
type_inference,type,CHANGELOG.md,7099,* Type inference for single-expression closures has been improved in several ways:
type_inference,type,CHANGELOG.md,7671,* Type inference for `for..in` loops has been improved to consider the
type_inference,type,CHANGELOG.md,8857,"`AnyObject`, `AnyClass`, or `()` type, since type inference can turn a simple"
type_inference,type,CHANGELOG.md,9115,"Also note that ""active"" code will be parsed, typechecked and emitted, while"
type_inference,type,CHANGELOG.md,10056,The `enum` cases can then take advantage of type inference from context.
type_inference,type,CHANGELOG.md,10124,"* Type inference for variables has been improved, allowing any"
unary_op,expression,include/swift/AST/ArgumentList.h,510,Expr *getUnaryExpr() const { return isUnary() ? getExpr(0) : nullptr; }
unary_op,expression,include/swift/AST/ArgumentList.h,514,Expr *getUnlabeledUnaryExpr() const {
unary_op,expression,include/swift/AST/ASTBridging.h,2217,"SWIFT_NAME(""BridgedPostfixUnaryExpr.createParsed(_:operator:operand:)"")"
unary_op,expression,include/swift/AST/ASTBridging.h,2218,BridgedPostfixUnaryExpr
unary_op,expression,include/swift/AST/ASTBridging.h,2219,"BridgedPostfixUnaryExpr_createParsed(BridgedASTContext cContext,"
unary_op,expression,include/swift/AST/ASTBridging.h,2222,"SWIFT_NAME(""BridgedPrefixUnaryExpr.createParsed(_:operator:operand:)"")"
unary_op,expression,include/swift/AST/ASTBridging.h,2223,BridgedPrefixUnaryExpr
unary_op,expression,include/swift/AST/ASTBridging.h,2224,"BridgedPrefixUnaryExpr_createParsed(BridgedASTContext cContext,"
union_sum,type,benchmark/single-source/ExistentialPerformance.swift,253,// these are setup functions that **create array** for each variant type.
union_sum,type,docs/proposals/OptionSets.rst,26,"strict enumerations of states, or ""sum types"" to use the type-theory-nerd term."
union_sum,type,docs/proposals/valref.rst,201,"Union types, like structs, have default value semantics. Constructors for the"
union_sum,type,docs/proposals/valref.rst,230,sugar syntax for a generic union type ``Nullable<T>``. Since both nullable
union_sum,type,include/swift/AST/DiagnosticArgument.h,101,/// Variant type that holds a single diagnostic argument of a known
union_sum,type,include/swift/AST/DiagnosticsSema.def,3983,"""cannot override mutable property %0 of type %1 with covariant type %2"","
union_sum,type,include/swift/AST/DiagnosticsSema.def,3986,"""cannot override mutable subscript of type %0 with covariant type %1"","
union_sum,type,include/swift/AST/ProtocolConformanceRef.h,74,"using UnionType = llvm::PointerUnion<AbstractConformance *,"
unsafe,memory,CHANGELOG.md,297,`OutputRawSpan` are newly marked with `@unsafe`. These changes are corrections
unsafe,memory,CHANGELOG.md,301,These `@unsafe` annotations are required because of a permissible compiler
unsafe,memory,CHANGELOG.md,566,the Swift compiler will produce warnings for uses of memory-unsafe constructs
unsafe,memory,CHANGELOG.md,571,// use of global function 'malloc' involves unsafe type 'UnsafeMutableRawPointer'
unsafe,memory,CHANGELOG.md,577,"be suppressed by ackwnowledging the memory-unsafe behavior, for"
unsafe,memory,CHANGELOG.md,578,example with an `unsafe` expression:
unsafe,memory,CHANGELOG.md,582,return unsafe Int(bitPattern: malloc(size)) // no warning
unsafe,memory,CHANGELOG.md,1007,which was now properly flagged as potential source of concurrency unsafety.
variable,declaration,CHANGELOG.md,11,MainActor isolation. This will change the isolation of static methods and
variable,declaration,CHANGELOG.md,22,"// conforming to P used to result in invalid `@MainActor actor A`, propagated to static methods"
variable,declaration,CHANGELOG.md,23,static func staticMethod() { mainActorFn() }
variable,declaration,CHANGELOG.md,39,"// wrapper used to result in invalid `@MainActor actor A`, propagated to static methods"
variable,declaration,CHANGELOG.md,41,static func staticMethod() { mainActorFn() }
variable,declaration,CHANGELOG.md,48,static immortal objects when there are no captures. For example:
variable,declaration,CHANGELOG.md,60,let kp: KeyPath = \DataPoint.location.y
variable,declaration,CHANGELOG.md,106,let resource = getResource()
visibility,declaration,CHANGELOG.md,33,@propertyWrapper public struct MainActorWrap<T: Sendable> {
visibility,declaration,CHANGELOG.md,34,@MainActor public var wrappedValue: T
visibility,declaration,CHANGELOG.md,35,public init(wrappedValue: T) { self.wrappedValue = wrappedValue }
visibility,declaration,CHANGELOG.md,86,This can be used to unify the imported C pointer type in situations where the visibility of the struct might differ.
visibility,declaration,CHANGELOG.md,145,public class Base: ~Sendable {
visibility,declaration,CHANGELOG.md,543,"Introduced the new `Runtime` module, which contains a public API that can"
visibility,declaration,CHANGELOG.md,625,"When the upcoming feature `MemberImportVisibility` is enabled, Swift will"
visibility,declaration,CHANGELOG.md,804,public protocol ViewDelegateProtocol {
while,control,include/swift/AST/ASTBridging.h,2548,"SWIFT_NAME(""BridgedRepeatWhileStmt.createParsed(_:labelInfo:repeatLoc:cond:"""
while,control,include/swift/AST/ASTBridging.h,2550,BridgedRepeatWhileStmt BridgedRepeatWhileStmt_createParsed(
while,control,include/swift/AST/ASTBridging.h,2578,"SWIFT_NAME(""BridgedWhileStmt.createParsed(_:labelInfo:whileLoc:cond:body:)"")"
while,control,include/swift/AST/ASTBridging.h,2579,BridgedWhileStmt BridgedWhileStmt_createParsed(
while,control,include/swift/AST/ASTScope.h,1487,class WhileStmtScope final : public LabeledConditionalStmtScope {
while,control,include/swift/AST/ASTScope.h,1489,WhileStmt *const stmt;
while,control,include/swift/AST/ASTScope.h,1490,WhileStmtScope(WhileStmt *e)
while,control,include/swift/AST/ASTScope.h,1491,": LabeledConditionalStmtScope(ScopeKind::WhileStmt), stmt(e) {}"
yield,expression,CHANGELOG.md,463,"from always executing on the global concurrent pool, to the calling actor, which can yield noticeable performance improvements"
yield,expression,CHANGELOG.md,2305,"func partyGenerator() -> [PartyMember] { fatalError(""todo"") }"
yield,expression,CHANGELOG.md,2308,@MainActor var members: [PartyMember] = partyGenerator()
yield,expression,CHANGELOG.md,4052,Core to the randomization functionality is a new `RandomNumberGenerator`
yield,expression,CHANGELOG.md,4053,protocol. The standard library defines its own random number generator
yield,expression,CHANGELOG.md,4054,called `SystemRandomNumberGenerator` which is backed by a secure and
yield,expression,CHANGELOG.md,4055,thread-safe random number generator on each platform. All the randomization
yield,expression,CHANGELOG.md,4056,functions have a `using:` parameter that take a `RandomNumberGenerator` that
