witness_id,demand_primitive,closure_primitive,classification,exact_existing,parameterized_existing,derived_existing
CASE_af8110eb5789613182abeacc,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_970ca212fabb9fa638305168,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_ef5cf24794f5f80bbf26ec5d,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_52fe971f428bb8e50091c66d,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_633e2ff5f00127937b6a29a7,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_4e3925c2fa6159ca4c79cbce,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_653daade1af1ce7a54a6cf70,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_405af3a6a7896c9db049598c,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_5108ea9cfe47ce8209d815b7,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_29e2119c0d9232d15a5eb9b4,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_81796272110696dbb4324baa,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_d8682a95f2635491174eb1ff,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_762a007e5a1705302fb68ad7,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_e370f14a26d37788d1d5fec4,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_5108ea9cfe47ce8209d815b7,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_5dcbd8b2099c5d93690bd9bd,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_fdba86e9c8ffcbfac1331c75,BITWISE_BINARY:AND,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_2eb4bdd3b796220967abd748,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_39116da3e00579fc3bfa22da,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_79781cac1084faedeaa1b3c8,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_41c6f8e127a5c2602a0fe58b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_18bb5d88304dbbb9f407f54b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ef4abb4a559df45c21bd1eb4,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_c2dbec2b59bff68c139e7bd9,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_35c17e79ed0f784f735566d4,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_acd84f6339179c35715b287b,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_6a0dd96de9c209fb03b4288a,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_e7b6428005752f8b4280f260,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_1f2f81e4887ab9f2606a1e9c,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_9a9105065758a88f3330c749,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_28b5d527aa656178519e5af8,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_633e2ff5f00127937b6a29a7,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2b57d11f1ea429743216e0b6,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_500ec9d43842f420355e5be4,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_4c7fef38814374efecf1ef0f,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_79781cac1084faedeaa1b3c8,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_543b0f0648542bfc1fb1c832,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_ba2091f6bf808183a6b9ef5d,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_845bf012c7d6366e29fdb222,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_39eed1f9a671d3b8099a44d4,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_1f680efd048135f9d426f810,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_070635b72446e458fbd2a38e,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_cce76cd0bbd4c5095570b5e2,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_0b322f263cd854932f35690a,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_6cc4eafb44d46c86dde4f500,COMPARE:LE,COMPARE:LE,EXACT_EXISTING,true,false,false
CASE_578402a63ad7f0a7daed938b,COMPARE:LE,COMPARE:LE,EXACT_EXISTING,true,false,false
CASE_3d1e1da0c5e26016fc648db5,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_14d443c4ee79bdfacfb2cd83,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_0532dcda21b7f78d0cd16801,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_5e50cc211bc20f30a17b1334,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_91b2764cfa4fdc7e76756722,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_dfafe77d71e4750c2aa78781,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_dba7d2f7a706520b11efa9c5,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_70c472bdee7957067141c0a3,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_2e3bd074124068cd818ae641,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_12010c0cdad0e2f085072f6a,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_f36bd298aadbbb550d01e97a,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_e9862801ccaaa05096bc9865,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_133852f2729a92edd5c48a95,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_0a3411c0072d2463c0edca51,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_eba77cc17bd07829ac2d9b55,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_cae2a4ce18dc95eb4aefb0c6,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_087fb51491877e515d147580,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_0974ee939a0336a4e061a0b7,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2d85947c35d75afc4bf139fd,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_92ab4c811b4723aaec3eebb4,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_9a4b51e36ce7ec49cf0451b0,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_3baffd6228613a603fe32cb8,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_10eb85f7133763acd717482e,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_f082f40c1b953556760d6f0e,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_feab402af81477ed6590e8fb,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_24760bbf920b0e630fcf1adf,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_e0b939148906dbe69c80fbc1,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_6301448f76c90a2f94931922,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_92291f4ac131339bf584aaab,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_021c4ed1fffa9fe3ea9bfac1,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_10989dcb73d1c7d41efada80,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_d727c3ec25c4b28648e795a1,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_8ff705ced804d125a8a16809,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_8111cdbffca89c1afb56bb78,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_8cc4040353a0a45f8694ce64,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_5b5ad644288b338af3605ea6,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_cce76cd0bbd4c5095570b5e2,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_59df18aad7ddb271eb94da44,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ee5af14287f4883d09e56b3e,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_5bc710ce1e200c11438e54cd,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_1903a5623a3feffc793aa2a1,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_f2d2fdc3b2430152b713d580,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_1f61117ef3b3f9e214f68353,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_3d1e1da0c5e26016fc648db5,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_34c0b5231bf3a1846455d2bb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_7bd7f2d0c4a02c41bdea131f,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_c4280857befb9a48b834e01f,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c4280857befb9a48b834e01f,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_955c74a5201909016376ab24,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_829181a8a07c4b97bc989b52,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_1aa4ad55cad499fc7250081e,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_fd43a302b941d19d50e82287,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_83a3d2794ebfa4339f770d77,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_542a8e478676e43f519e514b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_32c157acf72e8f05c72852d7,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_e313beba9485e5d73daa9409,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_82ebe6cbdac28e2a8a44e7da,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_624208f77e93c712011fdc84,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_7ac0282972fd8dab649931d5,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_fb5bb5c248ab7feeb8ae45d2,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_7cc4f0e090f0dfd270ce9b89,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_dffe4605c3f777f5529873b7,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_0dacdee1cf76fc118f8be365,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_b548efa61add52a4c332d76b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_2378b92ef207d50a33f06d8c,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_7cef38569dcf7ff583e0335f,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_0974ee939a0336a4e061a0b7,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_e200d6288334da1735c7398f,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_1f2f81e4887ab9f2606a1e9c,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_7eec707b3a08e4f9b7ff5d0f,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_163bb50aafcd4c39c3c089dc,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2967814c756109de4978a4ec,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_b5fd7b1e21b63fb371bc5893,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_ba59d1561fa89c4f2a9972aa,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c2c944d7ccfd437c36a7f81b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_bb48d4edc5206e04377613b2,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_f5a4f35e8814fae4c9c78f89,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_6de66dd42e968dece37ae7cb,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_2ef86b2b178021107ed6293c,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_b49f087cffb5dda8c24b76ed,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_281bd77261ed17f27f760bb9,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_2378b92ef207d50a33f06d8c,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_bb72db458d969ecab0c5561d,BITWISE_BINARY:OR,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_ff7170c3d8282dc45d5f2e11,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_bf9855c0fb2d0c2cd7556404,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_38fb742653f8c7c096d1e92c,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_2f4e81ff80f5040c61d801c1,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_25b7e650016056f44f0295af,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_fec66445e3a9fae91fd90c7b,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_33f695dba17cdc0b4a315779,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_00f0fe2226c5efd1e3c2b747,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_ebc89ac897a9f8fd470ec0a9,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_fd5f23a4ec18529ab7e1265b,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_985ad869fa251f165f60f2be,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_0be12da218e721384ba5acf1,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_5ad55849e3d9fd726b7783ef,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_26279df164a475e3b50d38c6,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_badf08a2058ef4fd8471a2a1,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_634aa4c766c66e363fb03640,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_2ebc65c5277c767a7a8b8021,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_24eefe108da60c894e9a7148,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_30806ae2d125f070ae5cfd20,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_175ac022ab098608f5ee6cf0,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_76ab454be5107c76c508fd98,BITWISE_BINARY:OR,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_8fe0ed338763362e4c005de4,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_710f895363e95ecd264680ce,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_fb8a2a320eff993fa5ea4c02,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_76c3f5f4d51e2ef8218dc0cf,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_28207ee0711b83899cc5847c,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_d9b5351b13caa0ae470038d5,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_059f84347ad6aca207fc4927,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_c271e430661cb01d36072e30,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_013373dad439a3dd97bb54fa,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_161bb5d7eade1bf9431372eb,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_71de8baef660edfd83d796c0,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_fb5bb5c248ab7feeb8ae45d2,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_405fa8d1e428cc1b8f653baa,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_3b044275655230ff69973bbf,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_11695baecba1e38d4e5f06ae,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_a5293e3b73973871789c653d,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_88ec0f75ae90ce62ed10733d,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_32c157acf72e8f05c72852d7,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_c411281fb1e11b7fdb2f9d9f,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_643f84a084ce5bd1b3117865,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_5df1a3b8ddf35743b9d73b5b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_e8a4e65b625528f4637accf4,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_f671f1c3d88399c1e4f4aa77,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_df1471fb6428ef6104f82606,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c2e7de3e94c462064fe000e5,BINARY:DIV,BINARY:DIV,EXACT_EXISTING,true,false,false
CASE_bf7d64d016437dba8a683356,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_1838e3fa3dd59f5f4bc10dd2,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_405fa8d1e428cc1b8f653baa,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_31247782d5f6c185ce7a67f1,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_de2f73a249dbeb8de76368a2,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_ff1c6253287cd46f8c08ffb7,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_2ebc65c5277c767a7a8b8021,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_2b207ad16aac4dc8b2bf278d,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_e7b6428005752f8b4280f260,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_722651ffad110836fc13a217,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_8a0065b75a0c0c09cfc4f7bb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_118b8b8c7cee0016ac7ba7cb,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_6ae3b80a71264fd657ba40f9,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_18d98cdfd6dddbcd03d0fb7e,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_09b8e3a726975a8ea4927ed0,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_bf9855c0fb2d0c2cd7556404,BITWISE_BINARY:AND,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_9bce787cfb0cf8a269b1315e,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_aba167de8f491c015a6cd594,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_c5c0658a4382eeeb673e606e,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_2ebc65c5277c767a7a8b8021,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_4440739e6f58ea59d3cb6a33,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_0eb58e886df9a1d495e6723f,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_6301448f76c90a2f94931922,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_e5b953899243790d3a5129e4,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_ab18b10a5f69a7f230170131,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_4b8520a2026f625ce6f28107,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_9224f86edd29f674491ab538,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_12d6e0a2f85fcc76674d7d19,ITERATION,ITERATION,EXACT_EXISTING,true,false,false
CASE_7aef3c812185f9234264f6af,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_dba7314ec607803b5c096f6e,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_bc29c55c0d362f3976a77f85,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_d02b13f28307c50218d5995a,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_1f1c34b61d1403a8a083604e,BITWISE_BINARY:AND,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_624208f77e93c712011fdc84,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_8b8a87bde277d3f548ba37be,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_d7898e30df6b255fbe361ec3,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_b347bbd86a1d61f462c70d8b,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_abecf2247af8b2f2b824ee6e,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_fd12efb5ec113fd36ad0e41d,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_cae2a4ce18dc95eb4aefb0c6,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_0be12da218e721384ba5acf1,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_1fe73fa5967c059da29d59eb,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_3589be9b3260fa94637c5eed,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_10989dcb73d1c7d41efada80,COMPARE:LT,COMPARE:LT,EXACT_EXISTING,true,false,false
CASE_3baffd6228613a603fe32cb8,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_6a0dd96de9c209fb03b4288a,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_7c06c9d6f08c6489b1787557,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_0d6ecbab99505222cd495113,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_074ed452618f2f48b524d8d2,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_9105382fa3742302cc6b463d,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_f1dff26a9c1a43d51e9b0da2,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_93be2fe91ee3298636e99f31,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_4f718f71b5902fc726c7f906,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_67ab3dca92244bd4ce73d355,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_7645743bf17455380a5732dc,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_a3bb29c063ff92d5ae01f98b,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_5a9d8b6f0c972a3e294b1a30,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_6ac469d697188b27151a0770,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_feab402af81477ed6590e8fb,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_e0529528c6bf58fe752cb43b,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_c2dbec2b59bff68c139e7bd9,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_0c662355757458731e87f936,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_970ca212fabb9fa638305168,LOAD,LOAD,EXACT_EXISTING,true,false,false
CASE_6bbaba17492ab4b2e6efd55c,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_30db40a46ffcdc0231b24c9a,COMPARE:GE,COMPARE:GE,EXACT_EXISTING,true,false,false
CASE_5ad11def79baa62041483894,CONTROL_TRANSFER,CONTROL_TRANSFER,EXACT_EXISTING,true,false,false
CASE_56b9dbc40adc71b5e49febd0,COMPARE:NE,COMPARE:NE,EXACT_EXISTING,true,false,false
CASE_f524a56bfedccb7f76e94ae3,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_fc6803426b8abb47a065a385,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_a384621d6ab65d72665ea123,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_31a9f8c20cbed20413a75540,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_7145fd7d81bb2d1889bdef45,BINARY:ADD,BINARY:ADD,EXACT_EXISTING,true,false,false
CASE_af34551f63d65b5430bdedbb,STORE,STORE,EXACT_EXISTING,true,false,false
CASE_22f4f57524922744036d00c9,BINARY:SUB,BINARY:SUB,EXACT_EXISTING,true,false,false
CASE_989f75abb3d2cd3f6cfeae13,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_175ac022ab098608f5ee6cf0,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_4fe68381d6cbca85e1a6f646,COMPARE:LE,COMPARE:LE,EXACT_EXISTING,true,false,false
CASE_e30cbe1b007adb1bb2c17f21,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_849f885eb8c8995cbab12ff6,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_a1df349b5e7f3b5ae9c783eb,COMPARE:GT,COMPARE:GT,EXACT_EXISTING,true,false,false
CASE_d450d27d5ca6d07ac3016bca,COMPARE:EQ,COMPARE:EQ,EXACT_EXISTING,true,false,false
CASE_1e883cfa9fd5747cf752254f,BITWISE_BINARY:OR,BITWISE_BINARY:XOR,PARAMETERIZED_EXISTING,false,true,false
CASE_3164e0e681f9a41653b6d292,BINARY:MUL,BINARY:MUL,EXACT_EXISTING,true,false,false
CASE_2545eb3d037d5aadbbaa4b6c,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_aabd77d4de61031446e5b35b,CALL,CALL,EXACT_EXISTING,true,false,false
CASE_7704a5f30812f203ee695a65,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
CASE_b8a5176d3f628c573e616773,LITERAL,LITERAL,EXACT_EXISTING,true,false,false
