language,layer,project,source_file,source_kind,compiler_node,evidence,canonical_primitive,evidence_status
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPParallelSectionsDirective,def OMPParallelSectionsDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPReverseDirective,def OMPReverseDirective : StmtNode<OMPCanonicalLoopNestTransformationDirective>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPScanDirective,def OMPScanDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPScopeDirective,def OMPScopeDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPSectionDirective,def OMPSectionDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPSectionsDirective,def OMPSectionsDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPSimdDirective,def OMPSimdDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPSingleDirective,def OMPSingleDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPSplitDirective,def OMPSplitDirective : StmtNode<OMPCanonicalLoopNestTransformationDirective>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPStripeDirective,def OMPStripeDirective : StmtNode<OMPCanonicalLoopNestTransformationDirective>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetDataDirective,def OMPTargetDataDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetDirective,def OMPTargetDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetEnterDataDirective,def OMPTargetEnterDataDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetExitDataDirective,def OMPTargetExitDataDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetParallelDirective,def OMPTargetParallelDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetParallelForDirective,def OMPTargetParallelForDirective : StmtNode<OMPExecutableDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetParallelForSimdDirective,def OMPTargetParallelForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetParallelGenericLoopDirective,def OMPTargetParallelGenericLoopDirective : StmtNode<OMPLoopDirective>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetSimdDirective,def OMPTargetSimdDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsDirective,def OMPTargetTeamsDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsDistributeDirective,def OMPTargetTeamsDistributeDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsDistributeParallelForDirective,def OMPTargetTeamsDistributeParallelForDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsDistributeParallelForSimdDirective,def OMPTargetTeamsDistributeParallelForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsDistributeSimdDirective,def OMPTargetTeamsDistributeSimdDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetTeamsGenericLoopDirective,def OMPTargetTeamsGenericLoopDirective : StmtNode<OMPLoopDirective>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTargetUpdateDirective,def OMPTargetUpdateDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskDirective,def OMPTaskDirective : StmtNode<OMPExecutableDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskgroupDirective,def OMPTaskgroupDirective : StmtNode<OMPExecutableDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskLoopDirective,def OMPTaskLoopDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskLoopSimdDirective,def OMPTaskLoopSimdDirective : StmtNode<OMPLoopDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskwaitDirective,def OMPTaskwaitDirective : StmtNode<OMPExecutableDirective>;,CONCURRENCY,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTaskyieldDirective,def OMPTaskyieldDirective : StmtNode<OMPExecutableDirective>;,CONTROL_TRANSFER,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsDirective,def OMPTeamsDirective : StmtNode<OMPExecutableDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsDistributeDirective,def OMPTeamsDistributeDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsDistributeParallelForDirective,def OMPTeamsDistributeParallelForDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsDistributeParallelForSimdDirective,def OMPTeamsDistributeParallelForSimdDirective : StmtNode<OMPLoopDirective>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsDistributeSimdDirective,def OMPTeamsDistributeSimdDirective : StmtNode<OMPLoopDirective>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTeamsGenericLoopDirective,def OMPTeamsGenericLoopDirective : StmtNode<OMPLoopDirective>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPTileDirective,def OMPTileDirective : StmtNode<OMPCanonicalLoopNestTransformationDirective>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OMPUnrollDirective,def OMPUnrollDirective : StmtNode<OMPCanonicalLoopNestTransformationDirective>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpaqueValueExpr,def OpaqueValueExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCAsteriskSizeExpr,def OpenACCAsteriskSizeExpr : StmtNode<Expr>;,CONVERSION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCAtomicConstruct,def OpenACCAtomicConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCCacheConstruct,def OpenACCCacheConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCCombinedConstruct,def OpenACCCombinedConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCComputeConstruct,def OpenACCComputeConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCConstructStmt,"def OpenACCConstructStmt : StmtNode<Stmt, /*abstract=*/1>;",AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCDataConstruct,def OpenACCDataConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCEnterDataConstruct,def OpenACCEnterDataConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCExitDataConstruct,def OpenACCExitDataConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCHostDataConstruct,def OpenACCHostDataConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCInitConstruct,def OpenACCInitConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCLoopConstruct,def OpenACCLoopConstruct : StmtNode<OpenACCAssociatedStmtConstruct>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCSetConstruct,def OpenACCSetConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCShutdownConstruct,def OpenACCShutdownConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCUpdateConstruct,def OpenACCUpdateConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OpenACCWaitConstruct,def OpenACCWaitConstruct : StmtNode<OpenACCConstructStmt>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,OverloadExpr,"def OverloadExpr : StmtNode<Expr, 1>;",BINDING_REFERENCE,STRUCTURALLY_EVIDENCED_SCHEMA
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,PackExpansionExpr,def PackExpansionExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,PackIndexingExpr,def PackIndexingExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ParenExpr,def ParenExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ParenListExpr,def ParenListExpr : StmtNode<Expr>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,PredefinedExpr,def PredefinedExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,PseudoObjectExpr,def PseudoObjectExpr : StmtNode<Expr>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,RecoveryExpr,def RecoveryExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,RequiresExpr,def RequiresExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ReturnStmt,def ReturnStmt : StmtNode<Stmt>;,CONTROL_TRANSFER,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SEHExceptStmt,def SEHExceptStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SEHFinallyStmt,def SEHFinallyStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SEHLeaveStmt,def SEHLeaveStmt : StmtNode<Stmt>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SEHTryStmt,def SEHTryStmt : StmtNode<Stmt>;,EXCEPTION,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ShuffleVectorExpr,def ShuffleVectorExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SizeOfPackExpr,def SizeOfPackExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SourceLocExpr,def SourceLocExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,Stmt,"def Stmt : StmtNode<?, 1>;",UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,StmtExpr,def StmtExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,StringLiteral,def StringLiteral : StmtNode<Expr>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SubstNonTypeTemplateParmExpr,def SubstNonTypeTemplateParmExpr : StmtNode<Expr>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SubstNonTypeTemplateParmPackExpr,def SubstNonTypeTemplateParmPackExpr : StmtNode<Expr>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SwitchCase,"def SwitchCase : StmtNode<Stmt, 1>;",SWITCH_MATCH,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SwitchStmt,def SwitchStmt : StmtNode<Stmt>;,SWITCH_MATCH,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SYCLKernelCallStmt,def SYCLKernelCallStmt : StmtNode<Stmt>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,SYCLUniqueStableNameExpr,def SYCLUniqueStableNameExpr : StmtNode<Expr>;,BINDING_DECLARATION,STRUCTURALLY_EVIDENCED_FAMILY
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,TypeTraitExpr,def TypeTraitExpr : StmtNode<Expr>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UnaryExprOrTypeTraitExpr,def UnaryExprOrTypeTraitExpr : StmtNode<Expr>;,BINARY_UNARY_OPERATOR,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UnaryOperator,def UnaryOperator : StmtNode<Expr>;,BINARY_UNARY_OPERATOR,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UnresolvedLookupExpr,def UnresolvedLookupExpr : StmtNode<OverloadExpr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UnresolvedMemberExpr,def UnresolvedMemberExpr : StmtNode<OverloadExpr>;,MEMBER_ACCESS,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UnresolvedSYCLKernelCallStmt,def UnresolvedSYCLKernelCallStmt : StmtNode<Stmt>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,UserDefinedLiteral,def UserDefinedLiteral : StmtNode<CallExpr>;,CALL,STRUCTURALLY_EVIDENCED
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,VAArgExpr,def VAArgExpr : StmtNode<Expr>;,UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,ValueStmt,"def ValueStmt : StmtNode<Stmt, 1>;",UNMAPPED_ORACLE_SEMANTICS,INSUFFICIENT_SEMANTIC_EVIDENCE
cpp,ast,LLVM/Clang,sources\c_cpp\LLVM_Clang\StmtNodes.td,clang_stmt_node,WhileStmt,def WhileStmt : StmtNode<Stmt>;,ITERATION,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,AdjustedType,"def AdjustedType : TypeNode<Type>, NeverCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,ArrayParameterType,def ArrayParameterType : TypeNode<ConstantArrayType>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,ArrayType,"def ArrayType : TypeNode<Type, 1>;",AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,AtomicType,def AtomicType : TypeNode<Type>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,AttributedType,"def AttributedType : TypeNode<Type>, NeverCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,AutoType,def AutoType : TypeNode<DeducedType>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,BitIntType,def BitIntType : TypeNode<Type>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,BlockPointerType,def BlockPointerType : TypeNode<Type>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,BoundsAttributedType,"def BoundsAttributedType : TypeNode<Type, 1>;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,BTFTagAttributedType,"def BTFTagAttributedType : TypeNode<Type>, NeverCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,BuiltinType,"def BuiltinType : TypeNode<Type>, AlwaysCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,ComplexType,def ComplexType : TypeNode<Type>;,TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,ConstantArrayType,def ConstantArrayType : TypeNode<ArrayType>;,AGGREGATE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,ConstantMatrixType,def ConstantMatrixType : TypeNode<MatrixType>;,LITERAL,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,CountAttributedType,"def CountAttributedType : TypeNode<BoundsAttributedType>, NeverCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,DecayedType,"def DecayedType : TypeNode<AdjustedType>, NeverCanonical;",TYPE,STRUCTURALLY_EVIDENCED
cpp,type,LLVM/Clang,sources\c_cpp\LLVM_Clang\TypeNodes.td,clang_type_node,DecltypeType,"def DecltypeType : TypeNode<Type>, NeverCanonicalUnlessDependent;",TYPE,STRUCTURALLY_EVIDENCED
